stationID,LONG,LAT
KIRH,-69.1,25.8
WAZV,-142.5,56.4
DBBT,-48.0,49.0
WCX9104,-68.9,23.8
A8SF8,172.3,-44.6
DBKV,-13.4,37.7
DBLK,-41.7,-50.7
DBBH,-54.5,14.5
PBQK,-23.4,14.7
9V2005,49.4,-18.0
ZDKS6,-73.8,26.2
C6KD5,-59.2,22.8
A8NQ6,-79.8,6.4
C6KD7,-45.9,34.1
VQNW6,113.0,-28.1
PCBU,144.3,-38.5
PFBF,106.9,-0.5
BATFR08,-16.5,8.4
BATFR50,-17.6,21.4
A8CN9,-65.3,40.0
WPGK,-68.4,20.4
PHEO,-69.8,43.5
A8SN5,-65.2,41.7
WJBJ,-76.5,21.8
SHIP,-64.1,49.3
VCSZ,-64.1,49.3
WTEO,-68.7,41.3
WTER,-77.8,25.9
9HJC9,-72.9,39.9
WTDL,-93.0,27.7
WTEP,-164.2,56.4
WTDF,-68.1,43.2
SHIP,-128.8,52.5
SHIP,-65.5,49.5
VOKJ,-62.6,48.7
SHIP,-55.6,46.0
VRYO3,-62.4,48.7
CGJK,-136.9,54.0
CGTF,-54.4,49.5
VCBW,-65.5,49.5
3FZK3,-153.3,54.1
CGJV,-62.6,45.9
BATEU02,-50.6,49.5
BATEU05,-47.2,60.6
BATEU01,-69.2,48.3
C6QM8,-77.6,26.0
WECB,-159.5,22.5
WDG4379,-106.0,19.7
BATEU00,-52.6,64.3
A8SG2,-125.5,-12.2
C6XS8,-79.0,26.1
CG2965,-125.4,48.9
SHIP,-54.4,49.5
SHIP,-59.6,46.8
VOLG,-55.6,46.0
CGDR,-128.8,52.5
CGCX,-52.9,48.9
VXKF,-59.6,46.8
SHIP,-62.6,48.7
SHIP,-153.3,54.1
SHIP,-125.4,48.9
SHIP,-62.6,45.9
SHIP,-136.9,54.0
SHIP,-52.9,48.9
VCBZ,-80.5,42.4
LAHV,19.3,70.8
LDGJ,0.1,64.6
LGWS,-17.3,13.4
LJIT,26.1,70.8
LMEL,-0.9,65.0
DFGN2,74.1,7.7
DDVK2,150.0,41.0
DGZR2,151.7,44.6
LAIG7,155.0,47.7
UCSJ,21.0,70.8
UCAD,0.8,50.7
A8VD8,-2.5,36.3
DCPI2,5.3,37.2
9V9374,-7.0,46.9
A8IX9,28.3,32.7
D5AH6,4.5,53.2
MGSG6,6.9,57.3
A8XD4,-8.4,44.0
UFNZ,7.1,56.5
UGNQ,20.8,71.1
C6SI6,140.6,36.4
SHIP,140.6,36.4
BATFR28,108.0,6.8
C6WK7,15.0,43.1
DBFH,14.2,55.0
9HXC9,4.6,62.1
9HXD9,15.6,37.9
V7EM3,131.2,-8.9
ZMGB,177.5,-39.7
ZCBU3,-151.4,-4.3
VROB,159.1,-10.1
VROB,159.2,-9.9
VRRB,151.3,-35.6
V2FW6,118.5,-18.5
VRWW8,140.7,2.3
9VPY5,148.1,-6.2
A8TX8,135.6,-10.7
A8CD2,-27.4,-24.2
PDHW,-67.7,49.0
DIHC,104.8,2.0
DPCK,51.4,14.0
DFGX2,-149.7,53.6
SHIP,-42.1,0.2
SMGW,-84.3,20.8
SLKU,-71.4,15.8
9V8797,40.2,17.5
SLKR,10.7,-26.0
SHJC,3.5,37.1
SBHI,11.6,57.5
PEBT,-7.6,36.3
PEBT,-9.1,36.7
V7LD4,16.7,-31.2
DCUJ2,49.5,13.2
TBWUK57,-80.6,2.0
ONFY,-40.3,-23.1
V7HP4,-90.7,25.4
C6RN3,-116.0,28.1
KGTX,-130.3,51.1
31305,-173.7,54.5
KDUE,-114.1,23.2
WAHG,-131.4,51.8
SHIP,-160.1,51.4
WCY7054,-83.2,24.2
WECB,-159.5,22.6
WTEP,-164.3,56.5
A8QJ7,106.5,4.6
DIXP2,75.3,-10.5
DJAZ2,55.7,13.5
PCSV,-38.9,-19.2
ZCEG4,-46.7,38.0
PCPR,-48.1,38.1
V2FN,-66.4,19.3
A8RH6,8.4,37.7
BAREU51,9.8,38.5
BAREU67,23.7,37.8
DBUT,-0.8,37.3
BATFR54,1.5,50.9
BATFR18,-1.4,36.8
BATFR49,-1.5,45.6
BATFR11,0.2,36.8
BATFR46,2.4,40.8
BATFR09,-9.8,37.7
BATFR44,-3.4,46.9
BATFR05,19.8,35.5
BATEU09,13.9,43.9
BATUK01,-2.6,56.4
ATIU,91.9,15.6
DGWD2,79.8,6.0
C6SI4,168.5,50.4
WECH,153.5,44.7
WRYC,97.0,5.7
TBWZZ00,151.4,-9.2
WDD4207,-9.8,48.1
WDD3826,-33.9,42.9
JGQH,149.5,36.7
9HA3250,11.2,-7.2
SHIP,89.4,6.0
SHIP,141.3,34.6
SHIP,172.3,43.5
SHIP,136.7,22.8
SHIP,161.8,45.2
SHIP,123.8,22.9
SHIP,146.1,27.7
SHIP,117.9,10.4
SHIP,149.7,38.3
SHIP,125.8,24.0
SHIP,132.7,20.7
SHIP,107.8,6.7
SHIP,141.2,7.7
SHIP,128.6,12.4
SHIP,-75.8,27.4
SHIP,146.1,-3.0
ZMFR,175.7,-42.3
V2QD4,-175.3,-31.8
A8QY2,164.6,-15.1
ZDLS1,-8.5,46.1
C6OL4,-2.4,57.8
AMOUK33,2.8,53.0
AMOUK05,0.2,53.6
AMOUK03,2.8,51.6
ZNQO3,-7.8,46.3
VQGB2,-7.1,58.3
MGSG6,6.7,57.3
9V8208,149.6,-37.8
VROB,159.1,-10.3
9V8143,101.0,-17.2
A8TX9,137.3,-35.3
TBWUK56,-14.8,31.0
WAHK,60.0,22.5
2AKI4,-26.0,-8.6
DPGZ,-81.2,0.2
P3GY9,-44.2,-30.3
WCX7445,-65.2,-54.2
KAFO,-80.1,28.9
A8SO9,-118.0,30.0
C6IO9,-49.4,11.0
J8NX,-79.7,23.9
ELZX2,-81.4,19.9
9VKQ2,-166.0,40.0
WCX8812,-130.9,39.2
SHIP,-165.6,42.1
C6SE7,-156.4,17.0
A8HY8,-44.2,6.3
9V7955,-92.6,12.3
SHIP,-90.4,11.4
9V8798,-145.1,0.0
2FUB3,60.8,8.1
OXOR2,57.7,12.9
A8IQ2,40.1,-29.6
A8KY7,31.7,-32.3
WDB9948,173.3,49.5
SHIP,115.3,15.3
WDB3161,170.4,45.9
V7DI8,119.4,22.0
A8UT6,122.6,32.9
C6SI3,155.4,44.5
C6ZJ5,129.2,12.2
DQVJ,144.1,42.0
D5BL4,-4.4,36.1
LAPE7,2.1,40.6
WDD6126,6.9,53.8
UFMK,144.1,46.3
UGWJ,144.6,46.3
MNAN4,27.2,-33.7
VRLA5,8.8,3.1
VRGJ6,58.8,19.0
VRGL4,46.6,12.4
TBWUK38,69.4,18.4
VRJH7,-37.5,-19.1
AMOUK40,-41.3,-52.7
ZDLP,-41.2,-52.7
VRJH7,-38.9,-20.6
VRKZ9,-45.9,28.5
LAJK7,-176.9,54.5
MHNO6,-53.7,44.6
ZCDD6,-130.8,27.9
DHEE,-151.2,52.6
MCCN6,111.5,-4.8
A8KN6,-97.0,4.2
DPRB,100.1,3.5
ONDY,69.7,19.0
WCAJ,-145.1,59.2
A8EH3,-139.3,50.9
WSRL,-124.6,32.2
WGAX,-66.5,30.7
WDC6644,-123.4,36.1
WGJT,-73.7,24.9
J8PE4,-66.4,19.2
OUHC2,-161.7,54.0
C6VG8,-74.4,37.1
WDJK,-128.6,49.2
VRFW5,-38.4,36.8
WCX8884,-130.5,42.1
WRJP,-151.6,23.8
OXVD2,-9.8,41.9
A8HJ6,82.3,5.7
A8JC5,120.1,24.4
VQOG5,137.1,19.2
SHIP,129.4,11.3
V7VQ3,-4.5,58.7
MINUK05,-11.0,58.7
WAHV,-32.9,43.0
KABP,-18.7,38.5
DCSI2,129.0,34.7
SHIP,146.2,33.4
SHIP,-158.5,28.3
LAXP4,-143.3,52.7
VRWW5,11.3,-17.6
KABL,53.1,14.7
ONCD,64.1,-18.1
VRJI2,28.9,-35.4
SHIP,135.6,25.5
DFCW2,-82.5,-1.0
V7UU7,-42.1,9.8
C6YA7,-119.3,28.3
ZQTP2,-124.7,11.2
DPKZ,74.4,-14.5
UCUC,-15.4,25.0
OWKI2,57.2,25.5
A8TQ5,25.5,37.7
PHAA,20.3,36.0
WRYW,-23.1,38.0
V7JM2,57.3,-15.2
A8UT7,119.6,14.3
S6LT6,50.0,13.5
A8DM9,47.7,-8.7
A8FR5,121.6,27.3
VRJV2,13.6,-24.4
VQGQ4,154.3,-9.9
DFKM2,108.5,8.5
A8IV9,86.9,0.1
VRRC,154.0,-22.7
VLHJ,142.4,-46.8
OS8154,-160.2,55.4
C6SE7,-156.4,17.2
UICN,141.7,47.5
AUYJ,82.2,13.4
V7UT8,-87.9,23.3
C6FM5,-117.7,31.8
VRBK6,-4.3,36.4
AUYL,2.6,51.4
VRCX7,24.4,34.5
SHIP,-176.2,40.0
A8UU3,-10.5,-4.5
AVBE,43.5,12.1
9V7645,-130.2,32.7
WLMK,-76.5,32.2
SHIP,148.6,13.9
VRGO7,91.4,6.0
VRDB3,148.6,13.9
ZCDL9,9.9,-19.6
SKEC,19.5,60.0
WSM5364,-128.9,52.5
WDF4743,-132.6,56.0
WCQ6174,-162.9,54.4
WDC7562,-151.9,60.0
WZ3423,-148.6,58.9
A8RW3,126.0,32.4
ZCEG5,-68.3,31.3
WDF5296,-151.9,60.0
MGRX9,162.1,-19.0
9V8741,93.7,6.0
WKPY,-53.0,41.2
UGOD,136.9,44.1
A8CB7,109.3,6.0
WL3108,-87.1,47.4
WMLF,-23.5,38.8
WMLF,-21.6,38.5
ONAN,17.4,68.4
ZMIQ,171.3,-44.9
S6TB,41.7,-32.3
DBFI,7.8,54.1
SKOZ,-54.1,44.9
WDA7827,-120.9,12.4
TFNA,-11.6,62.8
SHIP,-131.9,39.7
KABP,-16.6,38.1
WDD3826,-31.6,43.5
PEND,102.3,1.9
ONCD,63.0,-18.5
KABL,51.7,14.1
A8HY8,-45.1,7.4
TBWUK38,68.5,19.8
DCUJ2,51.2,13.7
DIXP2,73.9,-11.6
WAZV,-141.5,55.6
WDG4379,-104.5,18.8
WPGK,-67.0,19.2
VRFD6,-125.0,34.9
DBBT,-48.5,48.7
9HRJ9,-121.8,30.0
KIRH,-68.4,24.0
9V7955,-94.2,13.2
SHIP,116.2,16.2
C6SI4,166.6,49.8
DBBC,8.5,53.6
DBFH,13.6,54.5
DBLK,-41.0,-50.6
DBBH,-53.7,14.5
51000,-156.8,27.5
UBAU,-17.7,11.6
DGGE,-14.1,29.4
SHIP,-40.8,-0.6
DFGX2,-152.3,53.8
PDWZ,-76.0,29.0
A8IN9,-66.6,26.7
MCCW7,113.7,-6.2
BATFR50,-17.7,20.4
VRWV4,-94.4,29.2
WDC6736,-53.4,37.4
WDD3825,-83.8,24.6
ELPP9,-39.6,29.5
WGJT,-71.9,23.6
SHIP,-60.1,47.7
VOKJ,-60.1,47.7
SHIP,-69.8,47.7
CGCC,-69.8,47.7
WTEO,-69.5,41.6
WTDF,-68.6,43.0
WTDL,-92.9,27.7
WECB,-158.6,21.7
WTER,-77.1,25.7
SHIP,-64.1,48.9
SHIP,-66.7,49.3
SHIP,-134.9,54.1
3FZK3,-155.4,54.1
SHIP,-155.4,54.1
SHIP,-64.8,49.4
WCX7445,-66.5,-53.4
C6CU6,-35.0,-13.1
SHIP,-54.1,49.5
CGJK,-134.9,54.1
VCBW,-64.1,48.9
VCSZ,-66.7,49.3
VRYO3,-64.8,49.4
VOLG,-53.2,46.5
CGCX,-54.1,49.5
BATEU02,-51.3,49.5
BATEU01,-66.5,49.3
DIHE,-151.7,48.6
BATFR15,-58.8,18.3
BATEU05,-49.2,61.4
WTEP,-164.2,57.0
LAMP5,-63.9,38.9
BATFR53,-52.9,7.8
SHIP,-90.6,47.3
VOPM,-90.6,47.3
VCBZ,-81.9,41.9
MGRH9,129.5,-8.2
PHKL,37.3,23.0
A8IQ2,41.5,-28.9
C6KD7,-44.1,34.7
C6KD6,-45.3,22.6
PHCQ,-14.9,49.3
UEMM,41.6,66.6
A8IY4,-24.5,45.6
LAHV,19.3,69.8
LDGJ,1.6,64.6
LGWS,-17.2,13.7
LJIT,25.9,70.8
LMEL,-0.7,65.0
A8IX9,26.6,33.2
DCPI2,7.6,37.3
PFBE,-23.2,44.6
DDYL2,-9.4,37.2
A8JE6,178.0,47.3
DCSZ2,167.7,41.5
BATFR28,109.0,8.0
A8GF4,157.9,48.1
V7JX5,-5.7,51.9
WDD4207,-11.6,47.5
C6QK,-23.7,40.3
A8RH6,6.0,37.4
9VPY5,149.3,-7.0
VROB,158.8,-11.3
VROB,158.8,-11.1
ZMIQ,170.1,-46.3
VRRB,150.7,-36.3
VRAE4,142.5,-2.6
VRWW8,139.8,3.4
SMGW,-85.0,22.1
9V8797,41.0,16.2
SHJC,1.6,36.9
A8IN7,-78.2,15.1
2FUB3,60.8,9.3
OWKI2,58.9,24.6
VRGW2,35.1,25.7
UFNZ,6.0,55.3
UBVF4,11.9,68.9
PHFV,3.7,55.7
DHBN,-10.6,49.1
DDVK2,148.1,39.9
DFGN2,72.5,8.2
UFLC,128.2,33.8
UFJC,142.3,45.7
UBSI9,146.0,48.6
UBRI5,148.2,55.0
A8IP2,-6.5,-5.2
PCSV,-38.3,-18.2
PDKK,-76.5,11.5
PCPR,-48.9,38.8
A8IP3,-57.9,27.4
PCGQ,-64.3,42.3
DARU,-41.4,1.4
C6SE7,-156.6,18.9
WDE9586,-125.2,48.0
WTEO,-69.4,41.6
V7HP4,-89.3,24.8
WDD7905,-83.9,26.5
9VKQ2,-168.1,40.0
VRZT5,-63.4,49.1
PBWQ,-49.1,32.7
MGRX9,161.3,-17.9
DBUT,0.3,38.5
BATFR54,2.8,51.9
BATFR21,7.8,43.4
BATFR14,-3.2,47.2
BATFR27,-4.2,50.3
BATFR18,-3.3,36.3
BATFR09,-8.7,36.4
BATFR49,-2.0,45.4
BATFR44,-3.7,47.0
BATFR46,1.3,39.7
BATFR05,18.5,36.0
BATUK01,-3.2,56.0
LXCA,-6.8,36.0
OWFD2,16.3,35.8
DPLE,128.9,30.9
ATIU,91.1,16.6
A8PX4,-22.3,34.7
SHIP,72.5,12.2
WDB9950,165.1,43.8
TBWZZ00,151.1,-8.3
A8SG4,-120.8,-15.3
DBKR,14.3,55.1
A8SF9,-81.9,6.3
DCLH2,-145.5,40.0
DFVY2,-6.3,35.6
D5CL4,-41.0,-24.0
DGOQ,11.3,54.4
DDYY2,9.9,37.6
JGQH,149.7,36.9
SHIP,136.9,24.0
SHIP,141.8,36.0
SHIP,77.6,6.6
SHIP,122.1,21.6
JBZR,175.4,16.4
SHIP,145.7,28.9
SHIP,-134.0,40.5
SHIP,-88.9,9.1
SHIP,-75.0,26.1
SHIP,145.5,-1.9
SLKR,11.8,-27.3
AMOUK23,-1.6,57.5
AMOUK01,-7.5,47.0
AMOUK06,1.6,52.0
AMOUK24,-6.8,56.5
DPJW,13.2,36.8
A8IP5,-52.1,27.2
PEND,101.2,2.6
A8IP5,-55.4,25.4
3EDA4,154.2,-16.1
9V8143,99.0,-15.9
VROB,158.7,-11.5
A8TX9,135.1,-35.4
WHIA,52.3,3.5
WLMK,-74.8,32.9
ZMFR,175.0,-42.4
ZMENA,174.5,-41.5
S6GS3,173.8,-39.0
V2QD4,-176.9,-32.6
A8QY2,165.4,-16.2
SHIP,148.0,15.4
OVYQ2,149.8,48.6
OXLD2,-33.3,35.5
C6FR3,-7.1,56.1
VRDB3,148.0,15.4
TBWUK16,-28.6,-0.4
VRGL4,44.4,12.1
TBWUK36,41.2,-30.6
AMOUK40,-40.1,-52.8
ZDLP,-40.1,-52.8
WTF3319,-63.7,18.0
MCCN6,112.8,-5.4
ZQAY4,115.5,-31.9
UFMK,142.3,45.8
UGWJ,145.6,46.8
UGOS,139.6,45.5
UFLT,134.6,42.9
UGSI,148.3,53.6
WADN,40.5,17.6
A8TG2,-80.4,-7.7
ZCDJ3,-61.6,31.8
V7UT8,-88.0,23.1
ZNQO3,-9.1,44.6
WDB9948,171.2,49.2
VRCX7,26.1,33.8
SHIP,131.9,19.0
SHIP,126.7,27.0
SHIP,148.3,38.7
SHIP,174.5,43.7
SHIP,-157.8,27.7
A8NQ6,-80.8,5.1
WKPM,-88.8,26.3
AUCT,57.3,25.6
VNVM,118.4,-7.9
DDDO2,93.4,6.2
S6LT6,48.2,12.9
PHAA,21.9,35.4
ZCEG4,-44.6,38.4
VLHJ,142.3,-46.8
VRWW5,11.4,-15.2
MGGF9,114.9,-12.9
WGAE,-32.2,37.1
OVSB2,-12.3,4.2
DHEE,-148.6,52.5
C6YT4,-40.2,9.7
ZDKR4,67.6,22.6
C6OR4,143.5,-39.0
WMLF,-19.7,38.3
SHIP,-179.6,30.2
VRFW5,-36.2,37.5
MINUK05,-9.4,58.8
UCUC,-15.4,24.5
LAIP5,-34.7,46.6
UGOD,138.5,44.8
SKOZ,-56.2,44.8
V7ZG9,-124.0,31.8
9V8741,93.7,4.5
MYSU5,-62.0,48.4
C6RN3,-116.9,29.1
DCDO2,-164.9,35.5
SHIP,-89.2,10.8
SHIP,136.5,25.9
SKEC,19.6,61.7
C6FM5,-117.8,31.8
9V7645,-128.2,31.8
WDBH,-124.9,38.8
A8SO9,-117.4,28.9
C6JT8,-87.4,29.4
WDC6907,-79.5,30.8
SHIP,48.0,-11.6
VRBK6,-4.1,36.3
VTWS,86.8,16.1
WRYW,-21.0,37.8
J8PE4,-64.9,18.0
SHIP,129.1,10.0
SHIP,-168.2,42.4
WL3108,-89.1,47.5
C6FT7,-64.8,32.3
PEBT,-9.5,37.8
SHIP,-82.8,7.3
WTEP,-164.8,54.8
WYW5588,-151.0,57.6
SHIP,-159.9,29.4
VLHJ,141.8,-46.8
MINFR00,-80.6,32.0
ZQAY4,116.5,-35.2
WTEP,-164.9,54.8
ONGI,75.4,-13.6
3FPQ9,-87.9,25.0
SKEC,16.5,56.0
9HJC9,-69.7,37.1
WDD3826,-37.6,42.0
D/CK,6.9,54.7
BAREU67,22.9,36.4
BAREU51,9.8,42.0
TFNA,-14.5,63.4
SHIP,-58.8,47.4
SHIP,-125.3,48.6
SHIP,-55.5,50.1
SHIP,-61.6,46.5
SHIP,-150.4,54.0
SHIP,-59.1,45.3
SHIP,-66.6,49.3
SHIP,-60.6,47.9
DBLK,-43.3,-50.8
WCX7445,-64.5,-55.9
V7LD4,16.0,-29.7
BATFR50,-17.1,22.9
BATFR08,-15.6,7.2
SHIP,134.2,24.7
WDJK,-130.9,50.2
WDC6644,-121.5,34.4
WTEO,-69.4,40.5
3FZK3,-150.4,54.0
VOLG,-59.1,45.3
CGTF,-55.5,50.1
CGJV,-61.6,46.5
VOKJ,-66.6,49.3
VCSZ,-60.6,47.9
WTDF,-68.0,43.4
WKAP,-69.8,40.6
V7HP2,-72.3,14.1
WDC6736,-47.7,38.4
WTEO,-69.5,40.5
WTED,-124.6,41.0
CG2965,-125.3,48.6
VRYO3,-58.8,47.4
BATEU00,-54.0,66.1
BATEU05,-46.2,60.8
BATEU01,-71.8,46.7
KIYI,-149.8,58.6
BATEU02,-51.0,49.7
WL3972,-86.8,46.7
VCBZ,-79.2,43.0
WL3108,-84.5,46.5
BATFR28,106.6,4.9
BATFR20,8.1,41.9
BATEU04,7.3,57.6
BATFR18,1.0,38.0
BATFR09,-10.1,40.2
BATFR49,-1.3,45.5
BATFR44,-3.2,46.5
BATFR27,-6.4,50.6
BATFR05,21.8,34.6
BATFR52,-4.1,50.4
BATFR54,-1.3,50.1
BATFR14,-4.2,46.7
BATFR23,6.0,42.9
VNSZ,144.9,-38.1
SBHI,12.3,56.5
MINUK05,-12.7,57.8
A8IP2,-9.1,-1.8
C6SW3,34.3,27.5
LGWS,-17.4,13.2
PHKL,33.8,27.7
KAOU,119.9,22.4
MGRH9,132.6,-9.0
MEPP3,168.6,-31.1
A8NQ6,-79.5,8.4
PHFV,2.2,52.0
BATUK01,-1.8,57.8
LMEL,1.6,64.1
LAHV,19.3,72.6
JWBR,19.4,74.4
C6TQ6,26.9,40.4
PBGH,-4.7,36.1
WJBU,-133.8,42.7
WDD7905,-84.5,25.2
A8IP3,-61.1,24.3
DDZI2,-161.6,45.7
WECB,-160.9,23.9
C6FT7,-66.6,36.5
A8AJ4,-146.8,53.3
JGQH,149.2,35.7
JPBN,139.6,34.7
SHIP,136.5,20.8
SHIP,134.0,23.3
JBZR,173.6,18.2
SHIP,126.2,24.8
SHIP,146.5,26.0
TBWUK03,89.6,-10.6
DARU,-38.7,-0.8
VRCX7,21.6,35.5
9HRJ9,-126.6,28.8
C6KD9,-6.2,49.1
OXVD2,-9.8,39.8
A8FQ8,-14.9,30.4
ZCDY2,-26.6,36.3
AMOUK23,-3.3,58.2
AMOUK01,-9.9,44.8
AMOUK03,0.7,53.4
AMOUK05,3.4,52.3
AMOUK33,6.5,54.8
VQGB2,-7.8,56.6
AMOUK40,-43.8,-52.7
DGSE,-123.0,37.3
C6VV8,1.6,40.5
9V9374,-8.4,45.0
TBWUK09,-105.9,-20.3
SHIP,127.5,25.2
SHIP,-159.4,29.0
VLHJ,142.2,-46.9
OS8154,-159.1,55.9
SKEC,18.0,57.6
9MCY6,67.0,23.0
9HA2583,-26.6,37.8
WAZV,-143.7,57.2
WJBJ,-75.2,21.4
WTEP,-164.9,55.4
WTEP,-165.0,55.5
VRET5,135.5,8.7
KGTX,-129.0,50.4
9HRJ9,-124.8,29.3
WPGK,-69.3,21.1
DBBT,-47.8,49.2
BAREU51,10.1,39.7
BAREU67,23.7,37.2
DBKR,14.1,55.0
TFNA,-13.4,63.3
SHIP,-79.8,42.6
SHIP,-56.8,45.8
SHIP,-137.9,53.9
SHIP,-63.8,49.1
SHIP,-54.5,49.7
SHIP,141.1,36.5
SHIP,-62.9,48.9
SHIP,-152.4,54.0
SHIP,-62.3,45.9
SHIP,-66.3,49.8
SHIP,-61.2,48.2
DBLK,-42.2,-50.7
WCX7445,-64.8,-54.8
DPGZ,-81.0,1.0
C6XQ2,-39.7,-20.5
BATFR08,-16.2,8.0
BATFR50,-17.5,21.9
C6SI6,141.1,36.5
BATFR36,-136.7,-18.4
WTEP,-164.9,56.1
WJBJ,-75.9,21.5
C6PT7,-93.6,28.6
DBBH,-54.7,14.5
VRYO3,-61.2,48.2
WTDF,-68.3,43.3
WTEO,-68.9,41.0
CGJK,-137.9,53.9
VCSZ,-62.9,48.9
CGTF,-54.5,49.7
3FZK3,-152.4,54.0
VCBW,-66.3,49.8
VOLG,-56.8,45.8
CGJV,-62.3,45.9
VOKJ,-63.8,49.1
BATEU02,-50.1,49.7
BATEU00,-53.0,64.9
VCBZ,-79.8,42.6
BATFR27,-4.5,49.1
BATFR09,-10.1,38.5
BATFR11,0.0,36.3
BATFR05,20.5,35.2
BATFR18,-0.6,37.2
BATFR22,5.9,42.9
BATEU09,13.3,44.1
BATEU04,9.9,57.7
BATFR49,-1.5,45.5
BATFR20,6.1,42.9
BATFR54,0.7,50.4
BATFR24,9.0,43.0
BATFR02,-0.7,50.4
BATFR21,7.9,43.3
BATFR23,8.2,42.0
VROB,159.4,-9.5
VROB,159.5,-9.3
ZCBU6,135.1,33.0
SBHI,11.9,57.1
MINUK01,-1.7,59.6
BATFR28,107.6,6.2
DCUJ2,48.6,12.9
A8IP2,-8.1,-3.2
LGWS,-16.9,13.4
PHKL,35.1,25.8
DIXJ2,40.5,17.1
BATUK01,-2.1,56.8
PHFV,3.0,53.5
LMEL,-0.2,64.8
LAHV,19.3,71.3
JWBR,19.3,74.3
C6KD9,-8.7,48.8
ZCDF4,-79.4,24.3
WDJK,-129.3,49.5
WTEO,-68.8,41.0
A8IN9,-68.6,24.3
WECB,-160.0,23.0
9HJC9,-72.0,39.2
C6RN3,-115.6,27.6
C6TX6,-104.9,18.9
JGQH,149.4,36.4
SHIP,146.2,27.1
SHIP,136.7,22.1
JBZR,174.3,17.5
SHIP,133.1,21.6
VROB,159.3,-9.7
ONGI,77.2,-12.4
C6VG8,-73.9,39.0
C6VG8,-74.1,38.3
WDC6736,-50.0,38.0
WDD3825,-81.0,24.5
C6VG8,-74.0,38.7
9HXC9,4.2,61.1
DPJW,15.7,36.2
62029,-8.9,48.3
AMOUK05,1.7,53.0
AMOUK33,3.7,53.8
AMOUK23,-3.3,57.8
AMOUK02,-3.3,53.5
ZCDY2,-24.3,36.5
9HA2950,-7.8,36.7
C6TQ6,25.4,39.2
AMOUK40,-42.1,-52.7
MINUK05,-11.8,58.7
OYYK2,173.0,-34.3
ZMFR,176.2,-42.2
A8UU3,-10.8,-4.1
DDZJ2,162.8,43.4
3FZO8,-79.4,24.3
A8EG9,-41.2,36.4
A8IN8,-49.9,13.3
WDC6644,-122.9,35.4
VRGA6,133.3,37.3
OS8154,-159.7,55.5
SHIP,-158.8,28.6
MQPF2,109.7,9.4
MDGV9,103.7,-1.1
HPYE,-80.5,24.3
9V9572,95.5,-2.6
9HJD9,-52.1,31.6
PGQI,-37.6,32.8
WL3972,-85.8,46.8
SHIP,123.0,24.6
SKEC,19.8,59.2
V7QN8,71.0,13.6
WDC6736,-51.1,37.8
C6VG7,-117.7,32.3
ZCDG7,-120.2,34.3
C6PZ8,-77.2,25.5
KRGB,-150.1,26.0
WYX2079,-166.2,54.1
WDF5296,-152.1,59.7
DBBC,8.1,53.9
DBFH,14.1,54.7
DBCK,7.1,54.8
BAREU51,10.4,37.5
DBBT,-48.3,48.8
SHIP,-135.8,54.1
SHIP,-65.3,49.4
SHIP,-61.3,48.2
SHIP,-62.9,45.9
SHIP,-54.4,46.3
SHIP,-154.4,54.1
SHIP,-63.6,49.1
SHIP,-64.7,49.2
DBLK,-41.3,-50.6
WCX7445,-65.9,-53.8
V7LD4,17.0,-31.7
BATFR08,-16.8,8.8
BATFR50,-17.7,20.9
SHIP,136.0,25.7
WTEP,-163.8,56.7
PINX,-121.3,25.6
C6CL6,-86.5,21.2
WDC6736,-52.2,37.6
DBBH,-54.0,14.5
WTDL,-93.0,27.6
WTDF,-68.1,43.1
VOLG,-54.4,46.3
VRYO3,-63.6,49.1
VCSZ,-65.3,49.4
VCBW,-64.7,49.2
VOKJ,-61.3,48.2
CGJK,-135.8,54.1
3FZK3,-154.4,54.1
CGJV,-62.9,45.9
BATEU01,-67.9,48.9
BATEU05,-48.4,60.8
BATEU02,-51.0,49.5
BATEU00,-51.8,64.1
WAV4647,-83.1,41.8
VCBZ,-81.2,42.2
BATFR53,-52.9,7.7
PHFV,3.6,54.9
BATFR34,-6.2,47.5
BATFR05,19.2,35.8
BATEU09,14.4,43.6
BATFR14,-2.2,47.3
BATFR18,-2.3,36.4
BATFR46,1.9,40.3
BATFR27,-4.0,49.3
BATFR49,-1.8,45.5
A8RH6,7.0,37.6
BATFR54,2.2,51.5
BATFR11,0.4,37.3
BATFR44,-3.5,46.9
BATFR02,-0.9,50.4
TFNA,-12.5,63.0
VROB,159.0,-10.5
VROB,158.9,-10.7
DARU,-40.8,0.9
BATFR28,108.5,7.4
PCBU,143.8,-39.0
ONBF,124.1,27.2
ZCDF8,125.9,33.9
WECB,-159.1,22.1
WTEP,-163.9,56.7
WDJK,-127.8,58.8
A8IP2,-7.0,-4.6
LGWS,-17.5,13.7
PHKL,36.4,23.9
WPPO,-13.8,33.1
LMEL,-0.8,65.0
LAHV,19.4,70.2
LDGJ,0.7,64.7
BATUK01,-2.8,56.1
PCBZ,32.3,31.3
MGRL8,20.8,58.4
9VKQ2,-167.0,40.0
WAHG,-132.6,52.4
C6VG7,-117.9,33.0
C6RN3,-116.5,28.5
WDD7905,-84.1,26.2
PBWQ,-50.0,32.5
WDC6644,-123.7,36.8
WJBU,-131.2,44.6
A8IN8,-51.0,11.8
ZCDG7,-121.2,34.8
A8NQ6,-79.9,5.8
JGQH,149.6,36.9
MINUK05,-10.2,58.7
