stationID,LONG,LAT,Date,Hour,Direction,Speed,Time
48917,103.96,10.21,07,18,70,1,2013050718
48802,103.82,22.35,07,18,0,0,2013050718
48803,103.96,22.50,07,18,0,0,2013050718
48916,103.46,9.28,07,18,90,1,2013050718
48806,103.90,21.33,07,18,0,0,2013050718
48917,103.96,10.21,08,00,90,1,2013050800
48916,103.46,9.28,08,00,0,0,2013050800
48802,103.82,22.35,08,00,0,0,2013050800
48803,103.96,22.50,08,00,0,0,2013050800
48806,103.90,21.33,08,00,320,2,2013050800
48917,103.96,10.21,08,06,200,4,2013050806
48916,103.46,9.28,08,06,180,1,2013050806
48806,103.90,21.33,08,06,50,3,2013050806
48802,103.82,22.35,08,06,270,2,2013050806
48803,103.96,22.50,08,06,90,2,2013050806
48806,103.90,21.33,08,12,0,0,2013050812
48917,103.96,10.21,08,12,0,0,2013050812
48916,103.46,9.28,08,12,180,2,2013050812
48802,103.82,22.35,08,12,360,3,2013050812
48803,103.96,22.50,08,12,140,3,2013050812
48803,103.96,22.50,07,15,0,0,2013050715
48806,103.90,21.33,07,15,0,0,2013050715
48917,103.96,10.21,07,15,90,2,2013050715
56778,102.68,25.01,07,18,250,2,2013050718
48917,103.96,10.21,07,18,70,1,2013050718
48802,103.82,22.35,07,18,0,0,2013050718
48803,103.96,22.50,07,18,0,0,2013050718
48916,103.46,9.28,07,18,90,1,2013050718
56444,98.88,28.45,07,18,270,1,2013050718
56492,104.60,28.80,07,18,180,1,2013050718
56571,102.26,27.90,07,18,0,0,2013050718
48806,103.90,21.33,07,18,0,0,2013050718
56287,103.00,29.98,07,18,20,1,2013050718
56684,103.28,26.41,07,18,200,1,2013050718
56751,100.18,25.70,07,18,320,1,2013050718
56786,103.83,25.58,07,18,270,2,2013050718
56977,101.85,22.58,07,18,0,0,2013050718
55591,91.13,29.66,07,18,90,1,2013050718
56739,98.50,25.01,07,18,110,1,2013050718
56951,100.21,23.95,07,18,0,0,2013050718
56964,101.40,22.66,07,18,0,0,2013050718
56671,102.25,26.65,07,18,340,2,2013050718
56357,100.30,29.05,07,18,70,1,2013050718
56586,103.71,27.35,07,18,0,0,2013050718
56748,99.16,25.11,07,18,0,0,2013050718
56763,101.86,25.73,07,18,20,2,2013050718
56768,101.53,25.01,07,18,220,1,2013050718
56838,97.85,24.01,07,18,0,0,2013050718
56886,103.76,24.53,07,18,220,3,2013050718
56946,99.40,23.55,07,18,180,1,2013050718
56959,100.80,22.00,07,18,360,1,2013050718
56969,101.56,21.48,07,18,90,1,2013050718
55569,87.63,29.08,07,18,250,6,2013050718
55585,90.16,29.43,07,18,320,1,2013050718
55598,91.76,29.25,07,18,70,2,2013050718
55680,89.60,28.91,07,18,110,4,2013050718
55690,91.95,27.98,07,18,360,3,2013050718
56986,103.68,22.98,07,18,140,2,2013050718
55578,88.88,29.25,07,18,360,1,2013050718
55664,87.08,28.63,07,18,250,5,2013050718
55773,89.08,27.73,07,18,160,1,2013050718
56312,94.46,29.56,07,18,0,0,2013050718
56462,101.50,29.00,07,18,290,1,2013050718
56651,100.21,26.86,07,18,90,2,2013050718
56691,104.28,26.86,07,18,220,1,2013050718
56985,103.38,23.38,07,18,160,4,2013050718
55696,92.46,28.41,07,18,0,0,2013050718
56385,103.33,29.51,07,18,360,4,2013050718
56954,99.93,22.56,07,18,180,1,2013050718
56966,101.98,23.43,07,18,70,1,2013050718
42348,75.80,26.81,07,18,0,0,2013050718
42361,78.25,26.23,07,18,0,0,2013050718
42369,80.88,26.75,07,18,0,0,2013050718
42452,75.85,25.15,07,18,0,0,2013050718
42559,77.31,24.65,07,18,0,0,2013050718
42647,72.63,23.06,07,18,230,2,2013050718
42667,77.35,23.28,07,18,360,3,2013050718
42724,91.25,23.88,07,18,180,1,2013050718
42737,70.78,22.30,07,18,270,5,2013050718
42779,81.90,22.76,07,18,0,0,2013050718
42809,88.45,22.65,07,18,180,2,2013050718
42867,79.05,21.10,07,18,0,0,2013050718
42909,70.36,20.90,07,18,320,3,2013050718
43003,72.85,19.11,07,18,270,2,2013050718
43014,75.40,19.85,07,18,290,2,2013050718
43063,73.85,18.53,07,18,270,2,2013050718
43117,75.90,17.66,07,18,320,1,2013050718
43128,78.46,17.45,07,18,140,2,2013050718
43185,81.13,16.18,07,18,160,3,2013050718
43189,82.23,16.95,07,18,0,0,2013050718
43192,73.81,15.48,07,18,320,3,2013050718
43233,76.43,14.23,07,18,200,3,2013050718
43237,77.63,14.58,07,18,90,2,2013050718
43245,79.98,14.45,07,18,160,2,2013050718
43279,80.18,13.00,07,18,160,3,2013050718
43284,74.88,12.91,07,18,320,3,2013050718
43295,77.58,12.96,07,18,180,2,2013050718
43321,77.05,11.03,07,18,180,6,2013050718
43344,78.71,10.76,07,18,250,1,2013050718
43371,76.94,8.48,07,18,270,2,2013050718
48327,98.98,18.78,07,18,0,0,2013050718
48331,100.77,18.77,07,18,0,0,2013050718
48353,101.73,17.45,07,18,0,0,2013050718
48356,104.13,17.15,07,18,0,0,2013050718
48378,100.26,16.78,07,18,0,0,2013050718
48381,102.46,16.28,07,18,160,1,2013050718
48407,104.86,15.25,07,18,240,1,2013050718
48431,102.08,14.96,07,18,170,1,2013050718
48432,103.50,14.88,07,18,0,0,2013050718
48455,100.50,13.73,07,18,0,0,2013050718
48456,100.60,13.91,07,18,300,2,2013050718
48480,102.12,12.60,07,18,0,0,2013050718
48500,99.80,11.80,07,18,0,0,2013050718
48930,102.13,19.88,07,18,360,1,2013050718
48940,102.52,17.95,07,18,90,1,2013050718
42410,91.58,26.10,07,18,0,0,2013050718
42492,85.10,25.60,07,18,110,4,2013050718
42634,69.66,23.25,07,18,270,2,2013050718
42675,79.95,23.17,07,18,0,0,2013050718
42754,75.80,22.71,07,18,290,3,2013050718
42840,72.83,21.20,07,18,200,2,2013050718
42886,84.08,21.91,07,18,0,0,2013050718
42895,86.93,21.50,07,18,230,3,2013050718
42971,85.83,20.25,07,18,200,8,2013050718
43198,74.61,15.85,07,18,250,6,2013050718
43201,75.63,15.41,07,18,250,6,2013050718
43213,78.06,15.80,07,18,NaN,NaN,2013050718
43329,79.76,11.76,07,18,140,1,2013050718
43353,76.23,9.93,07,18,NaN,NaN,2013050718
43369,73.00,8.30,07,18,320,2,2013050718
43424,79.83,8.03,07,18,230,1,2013050718
43436,81.69,7.71,07,18,0,0,2013050718
43467,79.88,6.81,07,18,90,1,2013050718
43497,81.13,6.11,07,18,250,4,2013050718
42131,75.73,29.16,07,18,0,0,2013050718
42165,73.30,28.00,07,18,0,0,2013050718
42182,77.19,28.58,07,18,0,0,2013050718
42189,79.40,28.36,07,18,0,0,2013050718
42309,94.11,27.23,07,18,0,0,2013050718
42314,95.01,27.48,07,18,0,0,2013050718
42328,70.91,26.90,07,18,230,5,2013050718
42339,73.01,26.30,07,18,320,2,2013050718
42379,83.36,26.75,07,18,0,0,2013050718
42475,81.73,25.45,07,18,90,2,2013050718
42571,80.83,24.56,07,18,0,0,2013050718
42591,84.95,24.75,07,18,70,2,2013050718
42623,93.90,24.66,07,18,0,0,2013050718
42701,85.31,23.31,07,18,0,0,2013050718
42798,86.18,22.81,07,18,0,0,2013050718
43041,82.03,19.08,07,18,180,1,2013050718
43086,79.43,18.76,07,18,180,2,2013050718
43110,73.33,16.98,07,18,320,2,2013050718
43314,75.78,11.25,07,18,320,2,2013050718
43333,92.71,11.66,07,18,140,2,2013050718
43473,80.76,6.96,07,18,0,0,2013050718
40362,43.48,29.61,07,18,70,8,2013050718
40373,46.13,28.31,07,18,90,13,2013050718
40848,52.53,29.53,07,18,0,0,2013050718
40856,60.88,29.46,07,18,260,4,2013050718
40875,56.28,27.18,07,18,190,4,2013050718
40898,60.61,25.28,07,18,300,4,2013050718
41114,42.80,18.29,07,18,0,0,2013050718
41128,44.41,17.61,07,18,40,2,2013050718
41140,42.58,16.88,07,18,130,2,2013050718
41194,55.33,25.25,07,18,200,3,2013050718
41288,58.90,20.66,07,18,220,7,2013050718
41316,54.08,17.03,07,18,200,3,2013050718
