stationID,LONG,LAT,Date,Hour,Direction,Speed,Time
48803,103.96,22.50,06,15,110,1,2015060615
48806,103.90,21.33,06,15,0,0,2015060615
48917,103.96,10.21,06,15,90,2,2015060615
48803,103.96,22.50,06,15,110,1,2015060615
48806,103.90,21.33,06,15,0,0,2015060615
48917,103.96,10.21,06,15,90,2,2015060615
42369,-90.30,27.20,06,15,NaN,NaN,2015060615
41112,-81.30,30.70,06,15,NaN,NaN,2015060615
41114,-80.20,27.60,06,15,NaN,NaN,2015060615
42361,-92.50,27.60,06,15,320,3,2015060615
42369,-90.30,27.20,06,15,NaN,NaN,2015060615
42369,-90.30,27.20,06,15,NaN,NaN,2015060615
42369,-90.30,27.20,06,15,NaN,NaN,2015060615
41112,-81.30,30.70,06,15,NaN,NaN,2015060615
41114,-80.20,27.60,06,15,NaN,NaN,2015060615
42361,-92.50,27.60,06,15,320,3,2015060615
42369,-90.30,27.20,06,15,NaN,NaN,2015060615
42369,-90.30,27.20,06,15,NaN,NaN,2015060615
41112,-81.30,30.70,06,16,NaN,NaN,2015060616
41112,-81.30,30.70,06,16,NaN,NaN,2015060616
42361,-92.50,27.60,06,16,310,3,2015060616
42361,-92.50,27.60,06,16,310,3,2015060616
41114,-80.20,27.60,06,16,NaN,NaN,2015060616
41112,-81.30,30.70,06,16,NaN,NaN,2015060616
42369,-90.30,27.20,06,16,NaN,NaN,2015060616
42369,-90.30,27.20,06,16,NaN,NaN,2015060616
41114,-80.20,27.60,06,16,NaN,NaN,2015060616
41112,-81.30,30.70,06,16,NaN,NaN,2015060616
48802,103.82,22.35,06,18,270,4,2015060618
48803,103.96,22.50,06,18,50,1,2015060618
48917,103.96,10.21,06,18,50,1,2015060618
48916,103.46,9.28,06,18,0,0,2015060618
48806,103.90,21.33,06,18,320,1,2015060618
56778,102.68,25.01,06,18,220,3,2015060618
48802,103.82,22.35,06,18,270,4,2015060618
48803,103.96,22.50,06,18,50,1,2015060618
48917,103.96,10.21,06,18,50,1,2015060618
48916,103.46,9.28,06,18,0,0,2015060618
56444,98.88,28.45,06,18,0,0,2015060618
56492,104.60,28.80,06,18,220,1,2015060618
56571,102.26,27.90,06,18,220,1,2015060618
48806,103.90,21.33,06,18,320,1,2015060618
56287,103.00,29.98,06,18,220,1,2015060618
56684,103.28,26.41,06,18,70,7,2015060618
56751,100.18,25.70,06,18,90,4,2015060618
56786,103.83,25.58,06,18,180,2,2015060618
56977,101.85,22.58,06,18,140,1,2015060618
55591,91.13,29.66,06,18,290,3,2015060618
56739,98.50,25.01,06,18,220,1,2015060618
56951,100.21,23.95,06,18,180,1,2015060618
56964,101.40,22.66,06,18,270,2,2015060618
56671,102.25,26.65,06,18,180,2,2015060618
56357,100.30,29.05,06,18,0,0,2015060618
56586,103.71,27.35,06,18,250,1,2015060618
56748,99.16,25.11,06,18,180,1,2015060618
56763,101.86,25.73,06,18,140,4,2015060618
56768,101.53,25.01,06,18,220,4,2015060618
