stationID,LONG,LAT,Date,Hour,Direction,Speed,Time
48802,103.82,22.35,06,18,270,3,2013050618
48803,103.96,22.50,06,18,0,0,2013050618
48917,103.96,10.21,06,18,70,3,2013050618
48916,103.46,9.28,06,18,270,1,2013050618
48806,103.90,21.33,06,18,0,0,2013050618
48917,103.96,10.21,07,00,70,1,2013050700
48916,103.46,9.28,07,00,0,0,2013050700
48802,103.82,22.35,07,00,0,0,2013050700
48803,103.96,22.50,07,00,0,0,2013050700
48806,103.90,21.33,07,00,160,1,2013050700
48917,103.96,10.21,07,06,0,0,2013050706
48916,103.46,9.28,07,06,320,1,2013050706
48802,103.82,22.35,07,06,320,4,2013050706
48803,103.96,22.50,07,06,160,2,2013050706
48806,103.90,21.33,07,06,50,3,2013050706
48917,103.96,10.21,07,12,0,0,2013050712
48916,103.46,9.28,07,12,360,1,2013050712
48802,103.82,22.35,07,12,320,2,2013050712
48803,103.96,22.50,07,12,230,3,2013050712
48806,103.90,21.33,07,12,0,0,2013050712
48803,103.96,22.50,06,15,0,0,2013050615
48806,103.90,21.33,06,15,0,0,2013050615
48917,103.96,10.21,06,15,50,1,2013050615
48802,103.82,22.35,06,18,270,3,2013050618
48803,103.96,22.50,06,18,0,0,2013050618
48917,103.96,10.21,06,18,70,3,2013050618
48916,103.46,9.28,06,18,270,1,2013050618
56778,102.68,25.01,06,18,270,2,2013050618
48806,103.90,21.33,06,18,0,0,2013050618
56444,98.88,28.45,06,18,270,2,2013050618
56492,104.60,28.80,06,18,0,0,2013050618
56571,102.26,27.90,06,18,0,0,2013050618
56287,103.00,29.98,06,18,220,1,2013050618
56684,103.28,26.41,06,18,160,2,2013050618
56751,100.18,25.70,06,18,90,3,2013050618
56786,103.83,25.58,06,18,180,1,2013050618
56977,101.85,22.58,06,18,250,1,2013050618
55591,91.13,29.66,06,18,0,0,2013050618
56739,98.50,25.01,06,18,140,1,2013050618
56951,100.21,23.95,06,18,90,1,2013050618
56964,101.40,22.66,06,18,0,0,2013050618
56671,102.25,26.65,06,18,90,1,2013050618
56357,100.30,29.05,06,18,40,1,2013050618
56586,103.71,27.35,06,18,360,2,2013050618
56748,99.16,25.11,06,18,110,1,2013050618
56763,101.86,25.73,06,18,180,3,2013050618
56768,101.53,25.01,06,18,250,2,2013050618
56838,97.85,24.01,06,18,0,0,2013050618
56886,103.76,24.53,06,18,200,2,2013050618
56946,99.40,23.55,06,18,250,1,2013050618
56959,100.80,22.00,06,18,290,1,2013050618
56969,101.56,21.48,06,18,160,1,2013050618
55569,87.63,29.08,06,18,0,0,2013050618
55585,90.16,29.43,06,18,0,0,2013050618
55598,91.76,29.25,06,18,0,0,2013050618
55680,89.60,28.91,06,18,0,0,2013050618
55690,91.95,27.98,06,18,200,2,2013050618
56986,103.68,22.98,06,18,0,0,2013050618
55578,88.88,29.25,06,18,220,3,2013050618
55664,87.08,28.63,06,18,200,4,2013050618
55773,89.08,27.73,06,18,40,1,2013050618
56312,94.46,29.56,06,18,0,0,2013050618
56462,101.50,29.00,06,18,290,1,2013050618
56651,100.21,26.86,06,18,180,2,2013050618
56691,104.28,26.86,06,18,20,4,2013050618
56985,103.38,23.38,06,18,160,2,2013050618
55696,92.46,28.41,06,18,0,0,2013050618
56385,103.33,29.51,06,18,110,1,2013050618
56954,99.93,22.56,06,18,0,0,2013050618
56966,101.98,23.43,06,18,220,1,2013050618
42348,75.80,26.81,06,18,0,0,2013050618
42361,78.25,26.23,06,18,0,0,2013050618
42369,80.88,26.75,06,18,NaN,NaN,2013050618
42452,75.85,25.15,06,18,270,2,2013050618
42559,77.31,24.65,06,18,0,0,2013050618
42647,72.63,23.06,06,18,200,5,2013050618
42667,77.35,23.28,06,18,270,3,2013050618
42724,91.25,23.88,06,18,140,1,2013050618
42737,70.78,22.30,06,18,270,4,2013050618
42779,81.90,22.76,06,18,0,0,2013050618
42809,88.45,22.65,06,18,230,1,2013050618
42867,79.05,21.10,06,18,320,2,2013050618
42909,70.36,20.90,06,18,290,3,2013050618
43003,72.85,19.11,06,18,270,2,2013050618
43014,75.40,19.85,06,18,320,2,2013050618
43063,73.85,18.53,06,18,250,2,2013050618
43117,75.90,17.66,06,18,200,1,2013050618
43128,78.46,17.45,06,18,140,2,2013050618
43185,81.13,16.18,06,18,180,2,2013050618
43189,82.23,16.95,06,18,0,0,2013050618
43192,73.81,15.48,06,18,70,2,2013050618
43233,76.43,14.23,06,18,230,3,2013050618
43237,77.63,14.58,06,18,140,2,2013050618
43245,79.98,14.45,06,18,140,2,2013050618
43279,80.18,13.00,06,18,140,1,2013050618
43284,74.88,12.91,06,18,320,3,2013050618
43295,77.58,12.96,06,18,0,0,2013050618
43321,77.05,11.03,06,18,180,3,2013050618
43344,78.71,10.76,06,18,140,2,2013050618
43371,76.94,8.48,06,18,50,2,2013050618
48327,98.98,18.78,06,18,0,0,2013050618
48331,100.77,18.77,06,18,10,1,2013050618
48353,101.73,17.45,06,18,0,0,2013050618
48356,104.13,17.15,06,18,0,0,2013050618
48375,98.55,16.66,06,18,0,0,2013050618
48378,100.26,16.78,06,18,0,0,2013050618
48381,102.46,16.28,06,18,110,2,2013050618
48407,104.86,15.25,06,18,40,2,2013050618
48431,102.08,14.96,06,18,0,0,2013050618
48432,103.50,14.88,06,18,0,0,2013050618
48455,100.50,13.73,06,18,0,0,2013050618
48456,100.60,13.91,06,18,0,0,2013050618
48480,102.12,12.60,06,18,0,0,2013050618
48500,99.80,11.80,06,18,0,0,2013050618
42410,91.58,26.10,06,18,230,4,2013050618
42492,85.10,25.60,06,18,90,4,2013050618
42634,69.66,23.25,06,18,230,2,2013050618
42675,79.95,23.17,06,18,0,0,2013050618
