stationID,LONG,LAT,Date,Hour,Direction,Speed,Time
48917,103.96,10.21,09,18,70,2,2013050918
48916,103.46,9.28,09,18,140,1,2013050918
48806,103.90,21.33,09,18,0,0,2013050918
48802,103.82,22.35,09,18,180,2,2013050918
48803,103.96,22.50,09,18,0,0,2013050918
48917,103.96,10.21,10,00,70,3,2013051000
48916,103.46,9.28,10,00,140,1,2013051000
48806,103.90,21.33,10,00,0,0,2013051000
48802,103.82,22.35,10,00,360,2,2013051000
48803,103.96,22.50,10,00,0,0,2013051000
48917,103.96,10.21,10,06,140,1,2013051006
48916,103.46,9.28,10,06,140,1,2013051006
48802,103.82,22.35,10,06,230,2,2013051006
48803,103.96,22.50,10,06,110,3,2013051006
48806,103.90,21.33,10,06,0,0,2013051006
48917,103.96,10.21,10,12,140,1,2013051012
48916,103.46,9.28,10,12,160,1,2013051012
48802,103.82,22.35,10,12,0,0,2013051012
48803,103.96,22.50,10,12,0,0,2013051012
48806,103.90,21.33,10,12,0,0,2013051012
48803,103.96,22.50,09,15,0,0,2013050915
48806,103.90,21.33,09,15,0,0,2013050915
48917,103.96,10.21,09,15,70,2,2013050915
48917,103.96,10.21,09,18,70,2,2013050918
48916,103.46,9.28,09,18,140,1,2013050918
56778,102.68,25.01,09,18,70,3,2013050918
48806,103.90,21.33,09,18,0,0,2013050918
56444,98.88,28.45,09,18,270,2,2013050918
56492,104.60,28.80,09,18,220,2,2013050918
56571,102.26,27.90,09,18,290,2,2013050918
48802,103.82,22.35,09,18,180,2,2013050918
48803,103.96,22.50,09,18,0,0,2013050918
56287,103.00,29.98,09,18,270,5,2013050918
56684,103.28,26.41,09,18,110,3,2013050918
56751,100.18,25.70,09,18,160,1,2013050918
56786,103.83,25.58,09,18,340,4,2013050918
56977,101.85,22.58,09,18,160,1,2013050918
55591,91.13,29.66,09,18,90,2,2013050918
56739,98.50,25.01,09,18,320,1,2013050918
56951,100.21,23.95,09,18,0,0,2013050918
56964,101.40,22.66,09,18,340,1,2013050918
56671,102.25,26.65,09,18,20,3,2013050918
56357,100.30,29.05,09,18,40,2,2013050918
56586,103.71,27.35,09,18,340,3,2013050918
56748,99.16,25.11,09,18,0,0,2013050918
56763,101.86,25.73,09,18,0,0,2013050918
56768,101.53,25.01,09,18,290,1,2013050918
56838,97.85,24.01,09,18,70,1,2013050918
56886,103.76,24.53,09,18,20,4,2013050918
56946,99.40,23.55,09,18,110,1,2013050918
56959,100.80,22.00,09,18,340,1,2013050918
56969,101.56,21.48,09,18,20,3,2013050918
55569,87.63,29.08,09,18,220,1,2013050918
55585,90.16,29.43,09,18,0,0,2013050918
55598,91.76,29.25,09,18,70,1,2013050918
55680,89.60,28.91,09,18,110,3,2013050918
55690,91.95,27.98,09,18,0,0,2013050918
56986,103.68,22.98,09,18,270,2,2013050918
55578,88.88,29.25,09,18,110,3,2013050918
55664,87.08,28.63,09,18,220,1,2013050918
55773,89.08,27.73,09,18,110,5,2013050918
56312,94.46,29.56,09,18,0,0,2013050918
56462,101.50,29.00,09,18,360,1,2013050918
56651,100.21,26.86,09,18,250,1,2013050918
56691,104.28,26.86,09,18,340,4,2013050918
56985,103.38,23.38,09,18,90,1,2013050918
55696,92.46,28.41,09,18,0,0,2013050918
56385,103.33,29.51,09,18,320,2,2013050918
56954,99.93,22.56,09,18,70,1,2013050918
56966,101.98,23.43,09,18,220,2,2013050918
42348,75.80,26.81,09,18,290,3,2013050918
42361,78.25,26.23,09,18,0,0,2013050918
42369,80.88,26.75,09,18,NaN,NaN,2013050918
42452,75.85,25.15,09,18,320,2,2013050918
42559,77.31,24.65,09,18,270,1,2013050918
42647,72.63,23.06,09,18,230,2,2013050918
42667,77.35,23.28,09,18,270,6,2013050918
42724,91.25,23.88,09,18,230,2,2013050918
42737,70.78,22.30,09,18,270,5,2013050918
42779,81.90,22.76,09,18,320,1,2013050918
42809,88.45,22.65,09,18,180,2,2013050918
42867,79.05,21.10,09,18,320,1,2013050918
42909,70.36,20.90,09,18,270,3,2013050918
43003,72.85,19.11,09,18,320,2,2013050918
43014,75.40,19.85,09,18,320,2,2013050918
43063,73.85,18.53,09,18,290,2,2013050918
43117,75.90,17.66,09,18,0,0,2013050918
43128,78.46,17.45,09,18,0,0,2013050918
43185,81.13,16.18,09,18,180,3,2013050918
43189,82.23,16.95,09,18,180,1,2013050918
43192,73.81,15.48,09,18,320,2,2013050918
43233,76.43,14.23,09,18,200,2,2013050918
43237,77.63,14.58,09,18,0,0,2013050918
43245,79.98,14.45,09,18,140,1,2013050918
43279,80.18,13.00,09,18,180,2,2013050918
43284,74.88,12.91,09,18,0,0,2013050918
43295,77.58,12.96,09,18,0,0,2013050918
43321,77.05,11.03,09,18,200,4,2013050918
43344,78.71,10.76,09,18,200,2,2013050918
43371,76.94,8.48,09,18,270,2,2013050918
48327,98.98,18.78,09,18,0,0,2013050918
48331,100.77,18.77,09,18,0,0,2013050918
48353,101.73,17.45,09,18,0,0,2013050918
48356,104.13,17.15,09,18,0,0,2013050918
48375,98.55,16.66,09,18,0,0,2013050918
48378,100.26,16.78,09,18,200,1,2013050918
48381,102.46,16.28,09,18,340,1,2013050918
48407,104.86,15.25,09,18,0,0,2013050918
48431,102.08,14.96,09,18,160,1,2013050918
48432,103.50,14.88,09,18,0,0,2013050918
48455,100.50,13.73,09,18,0,0,2013050918
48456,100.60,13.91,09,18,180,3,2013050918
48480,102.12,12.60,09,18,0,0,2013050918
42410,91.58,26.10,09,18,0,0,2013050918
42492,85.10,25.60,09,18,210,5,2013050918
42634,69.66,23.25,09,18,230,1,2013050918
42675,79.95,23.17,09,18,0,0,2013050918
42754,75.80,22.71,09,18,290,4,2013050918
42840,72.83,21.20,09,18,230,2,2013050918
42886,84.08,21.91,09,18,0,0,2013050918
42895,86.93,21.50,09,18,230,3,2013050918
42971,85.83,20.25,09,18,180,8,2013050918
43198,74.61,15.85,09,18,250,5,2013050918
43201,75.63,15.41,09,18,230,2,2013050918
43213,78.06,15.80,09,18,270,2,2013050918
43329,79.76,11.76,09,18,200,1,2013050918
43353,76.23,9.93,09,18,NaN,NaN,2013050918
43369,73.00,8.30,09,18,320,2,2013050918
43424,79.83,8.03,09,18,180,3,2013050918
43436,81.69,7.71,09,18,0,0,2013050918
43467,79.88,6.81,09,18,250,1,2013050918
43497,81.13,6.11,09,18,270,4,2013050918
42131,75.73,29.16,09,18,320,1,2013050918
42165,73.30,28.00,09,18,180,1,2013050918
42182,77.19,28.58,09,18,0,0,2013050918
42189,79.40,28.36,09,18,0,0,2013050918
42309,94.11,27.23,09,18,0,0,2013050918
42314,95.01,27.48,09,18,20,1,2013050918
42328,70.91,26.90,09,18,230,5,2013050918
42339,73.01,26.30,09,18,230,1,2013050918
42379,83.36,26.75,09,18,90,1,2013050918
42475,81.73,25.45,09,18,0,0,2013050918
42571,80.83,24.56,09,18,0,0,2013050918
42591,84.95,24.75,09,18,90,3,2013050918
42623,93.90,24.66,09,18,0,0,2013050918
42701,85.31,23.31,09,18,0,0,2013050918
42798,86.18,22.81,09,18,0,0,2013050918
43041,82.03,19.08,09,18,230,1,2013050918
43086,79.43,18.76,09,18,0,0,2013050918
43110,73.33,16.98,09,18,320,1,2013050918
43314,75.78,11.25,09,18,0,0,2013050918
43333,92.71,11.66,09,18,140,1,2013050918
43473,80.76,6.96,09,18,0,0,2013050918
41685,69.71,29.88,09,18,50,1,2013050918
41710,62.75,28.81,09,18,310,3,2013050918
41712,64.40,28.88,09,18,180,8,2013050918
41715,68.46,28.30,09,18,0,0,2013050918
41718,70.68,28.65,09,18,0,0,2013050918
41739,64.10,26.96,09,18,230,3,2013050918
41744,66.63,27.83,09,18,0,0,2013050918
41749,68.36,26.25,09,18,130,4,2013050918
41756,61.80,25.06,09,18,270,4,2013050918
41768,69.78,25.51,09,18,0,0,2013050918
41780,67.13,24.90,09,18,230,5,2013050918
40362,43.48,29.61,09,18,70,6,2013050918
40373,46.13,28.31,09,18,90,2,2013050918
40582,47.98,29.21,09,18,190,3,2013050918
40848,52.53,29.53,09,18,290,3,2013050918
40856,60.88,29.46,09,18,270,2,2013050918
40875,56.28,27.18,09,18,90,2,2013050918
40898,60.61,25.28,09,18,280,5,2013050918
