stationID,LONG,LAT,Date,Hour,Direction,Speed,Time
48806,103.90,21.33,08,18,0,0,2013050818
48917,103.96,10.21,08,18,50,2,2013050818
48916,103.46,9.28,08,18,160,1,2013050818
48802,103.82,22.35,08,18,360,1,2013050818
48803,103.96,22.50,08,18,0,0,2013050818
48806,103.90,21.33,09,00,0,0,2013050900
48917,103.96,10.21,09,00,70,2,2013050900
48916,103.46,9.28,09,00,180,1,2013050900
48802,103.82,22.35,09,00,0,0,2013050900
48803,103.96,22.50,09,00,0,0,2013050900
48806,103.90,21.33,09,06,90,2,2013050906
48917,103.96,10.21,09,06,230,3,2013050906
48916,103.46,9.28,09,06,180,1,2013050906
48802,103.82,22.35,09,06,270,3,2013050906
48803,103.96,22.50,09,06,90,2,2013050906
48917,103.96,10.21,09,12,0,0,2013050912
48916,103.46,9.28,09,12,0,0,2013050912
48806,103.90,21.33,09,12,0,0,2013050912
48802,103.82,22.35,09,12,320,3,2013050912
48803,103.96,22.50,09,12,140,4,2013050912
48803,103.96,22.50,08,15,0,0,2013050815
48806,103.90,21.33,08,15,0,0,2013050815
48917,103.96,10.21,08,15,50,1,2013050815
48806,103.90,21.33,08,18,0,0,2013050818
48917,103.96,10.21,08,18,50,2,2013050818
48916,103.46,9.28,08,18,160,1,2013050818
56778,102.68,25.01,08,18,0,0,2013050818
56444,98.88,28.45,08,18,270,1,2013050818
56492,104.60,28.80,08,18,290,1,2013050818
56571,102.26,27.90,08,18,0,0,2013050818
56287,103.00,29.98,08,18,0,0,2013050818
56684,103.28,26.41,08,18,200,1,2013050818
56751,100.18,25.70,08,18,90,5,2013050818
56786,103.83,25.58,08,18,250,1,2013050818
56977,101.85,22.58,08,18,0,0,2013050818
48802,103.82,22.35,08,18,360,1,2013050818
48803,103.96,22.50,08,18,0,0,2013050818
55591,91.13,29.66,08,18,70,1,2013050818
56739,98.50,25.01,08,18,320,1,2013050818
56951,100.21,23.95,08,18,0,0,2013050818
56964,101.40,22.66,08,18,340,1,2013050818
56671,102.25,26.65,08,18,0,0,2013050818
56357,100.30,29.05,08,18,40,1,2013050818
56586,103.71,27.35,08,18,360,1,2013050818
56748,99.16,25.11,08,18,0,0,2013050818
56763,101.86,25.73,08,18,200,2,2013050818
56768,101.53,25.01,08,18,220,2,2013050818
56838,97.85,24.01,08,18,70,1,2013050818
56886,103.76,24.53,08,18,270,2,2013050818
56946,99.40,23.55,08,18,90,1,2013050818
56959,100.80,22.00,08,18,0,0,2013050818
56969,101.56,21.48,08,18,110,1,2013050818
55569,87.63,29.08,08,18,90,1,2013050818
55585,90.16,29.43,08,18,0,0,2013050818
55598,91.76,29.25,08,18,40,2,2013050818
55680,89.60,28.91,08,18,0,0,2013050818
55690,91.95,27.98,08,18,0,0,2013050818
56986,103.68,22.98,08,18,180,1,2013050818
55578,88.88,29.25,08,18,0,0,2013050818
55664,87.08,28.63,08,18,0,0,2013050818
55773,89.08,27.73,08,18,0,0,2013050818
56312,94.46,29.56,08,18,0,0,2013050818
56462,101.50,29.00,08,18,290,1,2013050818
56651,100.21,26.86,08,18,110,2,2013050818
56691,104.28,26.86,08,18,70,1,2013050818
56985,103.38,23.38,08,18,160,3,2013050818
55696,92.46,28.41,08,18,0,0,2013050818
56385,103.33,29.51,08,18,20,3,2013050818
56954,99.93,22.56,08,18,160,1,2013050818
56966,101.98,23.43,08,18,140,2,2013050818
42348,75.80,26.81,08,18,320,3,2013050818
42361,78.25,26.23,08,18,0,0,2013050818
42369,80.88,26.75,08,18,270,3,2013050818
42452,75.85,25.15,08,18,320,3,2013050818
42559,77.31,24.65,08,18,0,0,2013050818
42647,72.63,23.06,08,18,270,2,2013050818
42667,77.35,23.28,08,18,290,7,2013050818
42724,91.25,23.88,08,18,0,0,2013050818
42737,70.78,22.30,08,18,270,3,2013050818
42779,81.90,22.76,08,18,0,0,2013050818
42809,88.45,22.65,08,18,230,1,2013050818
42867,79.05,21.10,08,18,290,1,2013050818
42909,70.36,20.90,08,18,290,4,2013050818
43014,75.40,19.85,08,18,20,2,2013050818
43063,73.85,18.53,08,18,270,2,2013050818
43117,75.90,17.66,08,18,180,1,2013050818
43128,78.46,17.45,08,18,0,0,2013050818
43185,81.13,16.18,08,18,180,3,2013050818
43189,82.23,16.95,08,18,0,0,2013050818
43192,73.81,15.48,08,18,290,2,2013050818
43233,76.43,14.23,08,18,230,3,2013050818
43237,77.63,14.58,08,18,0,0,2013050818
43245,79.98,14.45,08,18,140,2,2013050818
43279,80.18,13.00,08,18,200,4,2013050818
43284,74.88,12.91,08,18,320,2,2013050818
43295,77.58,12.96,08,18,50,2,2013050818
43321,77.05,11.03,08,18,200,4,2013050818
43344,78.71,10.76,08,18,200,2,2013050818
