,time,48806,48917,48916,48802,48803,56778
0,1025616,-0.45431509986127594,-5.321138606970021,-5.610370555365027,-0.07110887220435469,0.3601286537419899,2.1038736133797507
1,1025622,0.264066057163143,-6.690030608218587,-6.246263178370654,-0.32275110889459446,-0.6203363265573262,4.493952782607796
2,1025628,-0.6777650527729411,-3.443741339048647,-4.140195164245286,-0.08050630013054616,-0.30186793572528003,2.2469233495895553
3,1025634,-0.44596183059355,-1.3616889740679912,-4.920181682119183,0.16800346058429638,0.3434221152065382,1.7467713521844728
4,1025640,-0.02829836720726009,-6.866493421499294,-6.64304346858763,0.06672007071312103,0.4332197598345904,0.4457496637361793
5,1025646,-0.5963206774126145,-5.610370555365027,-5.827555556325898,-0.14315581963848967,-0.7821809186195136,2.2740714747096638
6,1025652,-1.0348673139682192,-5.234473438317366,-5.697035724017682,-0.9502904626324953,-1.5788739750288618,1.092083873326463
7,1025658,-0.9304514481216466,-4.483723362880509,-7.222551524036107,-0.4710216383967274,-0.28724971450675985,0.40920411068987894
8,1025664,-0.8312563755674026,-5.590531540854179,-6.940628686250361,-0.36242913791629205,-0.03456331915805433,0.264066057163143
9,1025670,-2.0518778473138353,-5.817113969741241,-5.062187259670521,-1.125709117254737,-1.1674754635933662,1.4157730574508378
10,1025676,-1.358556498092594,-3.769518840489954,-6.111566711428575,-1.0755895016483823,-1.0672362323806566,1.100437142594189
11,1025682,-1.0265140447004932,-1.9495502987841944,-6.091727696917727,-0.6192921678988604,-0.36973824852555204,1.2883857011180193
12,1025688,-0.6495727689943664,-6.333972505681775,-7.417809193169197,-0.3457225993808404,-0.20580533914643317,1.374006711112209
13,1025694,-1.2363899350521041,-4.795926801761762,-5.102909447350685,-0.36242913791629205,-1.5840947683211906,2.720971380532994
14,1025700,0.10953057571021585,-6.151244740450273,-8.259401071892572,0.2285646627753084,0.4499262983700423,0.701568535060282
15,1025706,-0.6934274326499269,-5.630209569875876,-9.749415477523161,-0.20789365646336466,0.21081396558139098,1.1401151716158864
16,1025712,-0.8970383710507434,-7.428250779753855,-9.722267352403053,0.29956745155097764,0.37161439898511284,1.2413985614870617
17,1025718,0.36221697105892114,-6.015504114849729,-8.786701194417763,0.4081599520314132,-0.3112653636514715,4.720535211494858
18,1025724,-0.20998197378029615,-7.914828714598882,-9.897686007025294,0.19619574436287102,0.014512137789834734,1.5703085389037652
19,1025730,0.27241932643086897,-7.441824842313909,-9.5959241547287,0.05001353217766935,0.275551802406266,1.4157730574508378
20,1025736,0.09908898912555841,-8.006714676543867,-10.344585912848625,0.2588452638708145,0.7955428143221972,0.781968751762143
21,1025742,0.37996766825283856,-7.358292149636651,-7.993140613983812,0.6984360590848848,0.1512969220488447,5.1089622324441075
22,1025748,-0.31753031560226597,-6.18361365886271,-7.468972967434018,0.11788384497794158,-0.8918175777584147,2.237525921663364
23,1025754,0.1011773064424899,-7.545196549502016,-8.92661845465217,0.41442490398220744,0.461412043613165,1.928454958757509
24,1025760,0.3361130045972782,-7.5765213092559875,-9.745238842889298,0.42695480788379614,0.6159475250660924,1.3301520474566486
25,1025766,1.5452487311005878,-7.531622486941962,-8.867101411119624,1.4752901009833843,0.1137072103440786,4.33419650786254
26,1025772,0.7589972612758966,-7.107694071604877,-7.931535253134334,0.7412465640819794,-1.1048259440854227,1.9294991174159748
27,1025778,0.12519295558720156,-9.174084056708546,-9.310868840967556,0.45723540897930204,0.2703310091139375,1.803155919741622
28,1025784,-0.1316700743953667,-8.97778222891699,-8.844129920633378,0.28181675435706044,0.8112051941991829,1.484687528909576
29,1025790,0.7934544970052657,-8.324138908717446,-7.368733736221309,0.5459888949488889,-0.7456353655732132,3.6450517932751607
30,1025796,-0.559775124366314,-6.347546568241829,-5.38483228513643,0.4133807453237417,-1.8503552262299505,1.8156858236432105
31,1025802,-1.635258542586011,-7.933623570451266,-8.132013715559752,-0.015768463305671387,-0.14942077158928413,1.9712654637546037
32,1025808,-0.7174430817946386,-7.446001476947772,-9.203320499145587,0.21916723484911693,0.9876680074798905,1.378183345746072
33,1025814,0.3559520191081269,-6.733885271874147,-6.984483349905921,0.6994802177433506,-0.765474380084062,4.090907540440026
34,1025820,-1.6289935906352166,-3.612895041720095,-5.701212358651545,-0.14211166098002392,-1.9975815970736177,1.9148808961974548
35,1025826,-1.2144626032243238,-6.198231880081231,-6.917657195764115,0.09804483046709267,-0.4177695468149756,2.3283677249498815
36,1025832,-0.9116565922692635,-6.566819886519632,-7.361424625612048,-0.07319718952128618,0.5700045440936006,1.5368954618328623
37,1025838,-1.2259483484674467,-4.205977159728627,-5.114395192593808,-0.4052396429133869,-1.4389567147944546,3.8319561931405257
38,1025844,-1.0202490927496988,-1.4243384935759345,-3.9031711487735663,-0.7790484426441164,-1.2792004400491988,1.4554510864725356
39,1025850,-0.8646694526383059,-4.673760238721272,-6.242086543736791,-0.43865271998429,-0.6192921678988604,0.6817295205494334
40,1025856,-0.8813759911737574,-5.364993270625582,-5.508043006835385,-0.43238776803349555,-0.6861183220406668,-0.28933803182369133
41,1025862,-1.050529693845205,-2.2335614538868716,-3.7549006192714334,-0.6808975287483382,-1.0400881072605477,3.8215146065558683
42,1025868,-0.981615222386467,2.3534275327530594,-1.8252954184267731,-0.8061965677642252,-1.582006451004259,2.0057226994839725
43,1025874,-1.7020846967278174,3.0039383769772057,-1.6415234945368053,-1.1131792133531484,-1.4159852243082087,0.4906484860502054
44,1025880,-2.0936441936524646,2.220819383127912,-2.414200901801442,-1.4159852243082087,-1.3240992623632248,0.9417250265073986
45,1025886,-1.5924480375889163,1.6809893567011323,-1.2875537093169247,-1.3679539260187854,-1.3731747193111141,4.556602302115739
46,1025892,-1.8503552262299505,4.7946704762459245,1.446053658546344,-1.4890763304008094,-1.6258611146598196,0.7255841842049937
47,1025898,-1.6780690475831057,4.538851604921822,0.9824472141875622,-1.2917303439507875,-1.305304406510842,-1.560079119176479
48,1025904,-1.3376733249232793,5.028562015742247,2.236481763004898,-1.0964726748176967,-1.2165509205412552,-0.43238776803349555
49,1025910,-1.4201618589420717,4.448009801635304,2.6624984956589133,-1.0473972178698077,-1.1768728915195577,5.017076270499124
50,1025916,-1.4065877963820173,6.84017728818028,4.0940400164154225,-0.826035582275074,-0.9252306548293179,2.029738348628684
51,1025922,-1.2520523149290899,5.446225479128537,3.378791335366401,-0.8970383710507434,-0.8552720247121144,1.1599541861267355
52,1025928,-0.7717393320348563,2.529890346033767,3.2232116952550083,-0.6746325767975438,-0.7466795242316789,2.0641955843580533
53,1025934,-0.8615369766629087,-0.4564034171782072,1.883556136443483,0.0761174986393125,-1.7062613313616803,4.672503913205435
54,1025940,-1.0599271217713966,4.592103696503574,3.985447515934988,-0.6976040672837899,-1.1403273384732573,1.8365689968125254
55,1025946,-0.9774385877526042,3.7839248948511024,1.7666103666953215,-0.7811367599610478,-1.1935794300550093,2.0391357765548763
56,1025952,-1.0661920737221908,-0.7184872404531043,0.7339374534727192,-0.7936666638626365,-0.8396096448351285,1.4178613747677693
57,1025958,-1.6300377492936824,-3.328883886617417,0.5585187988504774,-1.1090025787192856,-1.456707411988372,3.403851143169579
58,1025964,-1.1121350546946827,-4.4555310791019345,-1.5788739750288618,-1.1883586367626806,-1.4044994790650858,1.7144024337720352
59,1025970,-1.3261875796801563,-4.0608391062018905,-3.2839850643033914,-0.890773419099949,-0.9638645251925497,1.7613895734029932
60,1025976,-1.5663440711272731,-6.39871034250665,-6.537583444082591,-0.5712608696094371,-1.0797661362822453,2.280336426660458
61,1025982,-0.14002334366309266,-6.272367144832297,-5.468364977813688,0.40711579337294745,-1.3512473874833337,5.381487642303662
62,1025988,-0.4553592585197417,-7.340541452442734,-6.575173155787358,-0.4177695468149756,-1.2677146948060758,2.4505342879903713
63,1025994,-1.4201618589420717,-6.75998923833579,-7.44391315963084,-0.8155939956904168,-1.0557504871375336,1.3082247156288684
64,1026000,-1.2269925071259125,-8.96316400769847,-9.567731870950125,-0.9231423375123865,-0.7633860627671305,0.6357865395769411
65,1026006,-0.735193778988556,-6.116787504720904,-7.489856140603332,-0.2966471424329513,-1.488032171742344,5.467108652297852
66,1026012,-1.6958197447770231,-6.963600176736607,-8.962119849040004,-0.7800926013025822,-1.039043948602082,2.3283677249498815
67,1026018,-1.3888370991880998,-3.9073477834074293,-7.956595060937512,-0.7362379376470216,-0.9534229386078925,2.0819462815519705
68,1026024,-0.5221854126615479,-5.380655650502567,-7.87410652691872,-0.1316700743953667,-0.5702167109509714,2.4474018120149745
69,1026030,0.16278266729196766,-4.8888569223652105,-8.024465373737783,0.5428564189734917,-1.2489198389536926,5.2363495887769265
70,1026036,-0.71222228850231,-6.0562263025298915,-7.891857224112637,-0.2611457480451167,-1.6676274609984485,2.5110954901813836
71,1026042,-1.726100345872529,-3.427034800513195,-7.098296643678686,0.2630218985046773,-0.34467844072237463,2.763781885530089
72,1026048,-0.49712560485837054,-3.5220532384335765,-5.899602503760033,0.14503197009805047,0.02286540705756046,1.932631593391372
73,1026054,-0.5368036338800681,-6.16168632703493,-5.8014515898642545,-0.5075671914430278,-2.0591869579230955,3.973961770691864
74,1026060,-2.152117078526545,-4.7531162967646665,-6.741194382483408,-1.2583172668798843,-0.9638645251925497,1.920101689489783
75,1026066,-1.4138969069912772,-4.2226836982640785,-6.849786882963843,-1.0755895016483823,-1.2812887573661302,0.4342639184930561
76,1026072,-1.6112428934412995,-3.400930834051552,-7.303995899396433,-1.2645822188306786,-1.4984737583270011,-1.2875537093169247
77,1026078,-2.3745228727797443,-4.042044250349508,-5.561295098417138,-1.197756064688872,-2.190750948889777,4.335240666521005
78,1026084,-1.8044122452574585,-5.349330890748596,-5.961207864609511,-1.2645822188306786,-1.4650606812560978,2.0913437094781617
79,1026090,-2.0278621981691236,-4.453442761785003,-7.012675633684496,-1.057838804454465,-1.2510081562706241,1.8814678191265515
80,1026096,-1.6718040956323115,-4.001322062669344,-5.856791998762938,-1.3157459930954991,-0.9889243329957271,-1.6968639034354889
81,1026102,-2.288901862785555,-4.595448339336342,-6.587703059688946,-1.5381517873486987,-1.5224894074717128,-0.37704735913481224
82,1026108,-1.913004745737894,-5.781612575353406,-5.323226924286953,-1.2771121227322673,-1.2854653919999932,-1.3742188779695796
83,1026114,-1.5736531817365333,-6.325619236414049,-7.573388833280591,-1.1779170501780234,-0.9283631308047151,-1.878547510008525
84,1026120,-0.84900707276132,-5.792054161938063,-6.605453756882863,-0.9575995732417554,-0.5023463981506993,-1.099605150793094
85,1026126,-1.699996379410886,-6.3496348855587605,-6.775651618212777,-0.9502904626324953,-1.4546190946714406,3.1386348439192844
86,1026132,-1.1246649585962714,-5.892293393150773,-5.347242573431664,-0.8510953900782514,-0.7686068560594591,1.4293471200108925
87,1026138,-1.6216844800259567,-2.839173475796992,-4.421073843372566,-0.9179215442200579,-0.9837035397033985,-1.3596006567510597
88,1026144,-1.1967119060304066,-7.034602965512276,-6.110522552770109,-0.9690853184848783,-0.7759159666687192,-1.1747845742026262
89,1026150,-1.66971577831538,-5.863056950713733,-6.33501666434024,-0.9983217609219187,-1.6216844800259567,3.468588979994453
90,1026156,-1.319922627729362,-4.881547811755951,-5.5132638001277146,-0.6516610863112979,-1.2792004400491988,1.4470978172048097
91,1026162,-1.767866692211158,0.8675897617563322,-2.411068425826045,-0.5200970953446165,-0.1264492811030382,1.8658054392495653
92,1026168,-1.0171166167743018,-6.409151929091307,-6.415416881042101,-0.39479805632872944,-0.4981697635168363,1.700828371211981
93,1026174,-1.2645822188306786,-6.31308933251246,-6.156465533742601,-0.5796141388771628,-1.5538141672256844,5.095388169884053
94,1026180,-2.3661696035120188,-4.369910069107745,-4.393925718252457,-1.4546190946714406,-1.23743409371057,1.6068540919500658
95,1026186,-1.2155067618827895,1.435612071961687,-2.589619556423684,-0.8594486593459773,-0.7800926013025822,-2.4966894358202345
96,1026192,-0.7978432984964995,-1.989228327805892,-2.934191913717373,-0.46475668644593315,0.705745169694145,-1.1726962568856947
97,1026198,-1.1110908960362171,-4.428382953981826,-2.520705084964946,-0.5482893791231911,-0.9868360156787958,3.1000009735560523
98,1026204,-1.6383910185614083,-3.5178766037997136,-4.382439973009334,-1.2771121227322673,-1.6018454655151078,1.6026774573162028
99,1026210,-1.2363899350521041,-4.4388245405664835,-5.413024568915005,-0.6558377209451608,-0.4313436093750298,0.8707222377317294
100,1026216,-1.370042243335717,-6.392445390555856,-6.917657195764115,0.24944783594462283,-0.03456331915805433,1.762433732061459
101,1026222,-0.7445912069147474,-6.045784715945235,-5.8192022870581726,0.40502747605601597,-0.9482021453155639,4.677724706497763
102,1026228,-1.7281886631894605,-3.8791554996288546,-4.758337090056995,0.4342639184930561,-1.6331702252690796,1.7321531309659528
103,1026234,-1.7897940240389385,-3.4280789591716614,-3.8154618214624456,-0.4835515422983161,-0.5921440427787515,-0.04709322305964303
104,1026240,-1.1852261607872836,-6.364253106777281,-6.077109475699206,-0.6965599086253241,-0.6140713746065318,-1.6143753694166965
105,1026246,-1.4734139505238237,-7.135886355383452,-6.678544862975464,-0.8667577699552373,-1.9589477267103859,1.3938457256230576
106,1026252,-1.7125262833124748,-6.682721497609327,-4.606934084579465,-0.5357594752216024,-1.1820936848118864,1.647576279630229
107,1026258,-2.114527366821779,-2.4726737866755224,-4.264450044602707,0.33715716325574374,-0.31961863291919723,2.6927790967544194
108,1026264,-0.5555984897324513,-3.6912069411050243,-4.636170527016505,0.2713751677724032,-0.3561641859654976,2.057930632407259
109,1026270,1.446053658546344,-3.723575859517461,-3.3215747760081573,1.1265411090558322,-1.0682803910391223,6.320186276264349
110,1026276,0.17531257119355637,-3.8154618214624456,-2.026818039510658,-0.13689086768769543,-1.6676274609984485,2.628041259929545
111,1026282,-1.1131792133531484,1.7833169052307734,0.4499262983700423,0.4833393754409452,-0.313353680968403,3.2159025846457476
112,1026288,-0.6192921678988604,0.393541730812893,-0.7393704136224188,0.03121867632528641,0.02599788303295769,2.6886024621205564
113,1026294,2.240658397638761,-2.4810270559432483,-1.2635380601722128,1.2382660855116645,-0.7811367599610478,4.796758793562856
114,1026300,0.35490786044966116,1.8689379152249626,-1.0630595977467938,-1.1695637809102977,-2.025773880852192,2.076725488259642
115,1026306,-1.9025631591532366,1.955603083877618,-1.206109333956598,-1.1674754635933662,-1.3147018344370334,-0.45953589315360444
116,1026312,-0.974306111777207,0.34968706715733244,-0.8448304381274571,-0.6673234661882838,-0.28724971450675985,-1.9954932797566862
117,1026318,-1.076633660306848,-2.016376452926001,-2.156293713160408,-0.6412194997266407,-1.3940578924804286,1.9848395263146583
118,1026324,-2.319182463881061,0.7851012277375398,-1.2718913294399388,-1.4055436377235515,-1.6864223168508317,1.6340022170701747
119,1026330,-1.2395224110275012,4.131629728120189,0.00720302718057475,-0.8897292604414833,-1.3408058008986765,1.5421162551251906
120,1026336,-1.7845732307466098,-0.5065230327845622,-1.9255346496394827,-0.5869232494864229,-1.050529693845205,0.9949771180891507
121,1026342,-0.9575995732417554,-1.26667053614761,-3.5251857144089738,0.03539531095914916,-2.118704001455642,6.905959283663622
122,1026348,-1.4848996957669467,1.7697428426707187,0.5240615631211087,-0.7748718080102535,-1.2624939015137473,1.8480547420556481
123,1026354,-1.7323652978233235,4.579573792601985,2.322102772999087,-0.9429813520232353,-1.0964726748176967,1.6058099332916
124,1026360,-1.062015439088328,1.920101689489783,2.632217894563407,-0.7247521924038987,-0.955511255924824,0.6556255540877902
125,1026366,-1.1445039731071203,0.019732931082163452,2.34820673946073,-0.6537494036282294,-1.3836163058957713,3.8559718422852374
126,1026372,-2.0059348663413434,5.552729662292041,3.67219991839527,-1.229080824442844,-1.460884046622235,1.8616288046157028
127,1026378,-1.0682803910391223,2.949642126736988,2.0349591419210133,-1.0286023620174247,-1.1580780356671747,1.3813158217214692
128,1026384,-1.1539014010333117,0.2839050716739919,2.5758333270062588,-0.45431509986127594,-0.6412194997266407,1.49095248086037
129,1026390,-1.0609712804298623,-3.5220532384335765,-1.5736531817365333,-0.10556610793372356,-1.4984737583270011,5.539155599731987
130,1026396,-1.613331210758231,-4.663318652136614,-2.6731522491009416,-0.7581652694748019,-1.5809622923457933,2.6175996733448876
131,1026402,-1.6979080620939546,-3.6243807869632176,-3.7131342729328045,-0.6516610863112979,-0.5785699802186972,2.0057226994839725
132,1026408,-1.062015439088328,-2.2690628482747064,-2.0623194338984927,0.04270442156840937,-0.3008237770668143,1.6914309432857892
133,1026414,0.455147091662371,-3.6546613880587238,-3.528318190384371,0.705745169694145,-1.164342987617969,6.562431085028397
134,1026420,-1.635258542586011,-2.47580626265092,-3.6703237679357095,-0.6224246438742577,-1.3303642143140193,2.4004146723840165
135,1026426,0.021821248399094717,-0.654793562286695,-3.5398039356274937,0.28181675435706044,0.6598021887216527,2.104917772038217
136,1026432,0.8581923338301409,-2.46849715204166,-2.4528347721646737,0.5940201932383122,1.1620425034436666,1.4262146440354952
137,1026438,2.4808148890858774,-1.7887498653804728,-2.361992968878156,1.2925623357518823,1.0638915895478884,3.0289981847803835
138,1026444,1.6423554863379002,3.379835494024867,0.40920411068987894,0.7631738959097596,-0.2684548586543767,2.690690779437488
139,1026450,0.19410742704593953,3.9499461215471525,0.712010121644939,0.18575415777821358,0.5418122603150259,2.529890346033767
140,1026456,-0.23190930560807632,3.8946057126484694,1.1119228878373117,0.15651771534117342,0.8195584634669089,2.1508607530107087
141,1026462,0.9124885840703583,2.5027422209136576,2.6374386878557363,0.5052667072687258,-0.8636252939798401,4.923101991237209
142,1026468,0.1408553354641875,4.361344632982648,3.3130093398830605,0.4186015386160704,-1.7271445045309948,1.8250832515694022
143,1026474,-2.06545190987389,5.019164587816055,4.62969340820834,0.1460761287565162,-0.8678019286137031,2.8452262608904153
144,1026480,-1.867061764765402,2.7857092173578692,2.220819383127912,-0.036651636474985816,-0.6976040672837899,3.184577824891776
145,1026486,0.5240615631211087,-1.5256218834471098,2.543464408593821,0.5773136547028608,-2.0550103232892325,5.778267932520637
146,1026492,-1.3522915461417995,1.8804236604680857,-0.2590574307281852,-0.6955157499668584,-1.5360634700317672,2.5100513315229174
