stationID,time,u10,msl,t2m,v10
48806,2017010100,-0.454315099861276,102145.13090732912,288.81397438558656,0.8868375472623139
48806,2017010106,0.264066057163143,102088.25140578028,288.92710058190653,0.2385275141376768
48806,2017010112,-0.6777650527729411,102029.09672416947,290.3795601382292,0.9161581015242322
48806,2017010118,-0.44596183059355,102090.29906783604,289.9250352423007,0.4752638411413133
48806,2017010200,-0.02829836720726009,102035.69474634917,289.71494373484927,0.5925460581889861
48806,2017010206,-0.5963206774126145,101864.37368768408,295.35913288695707,1.2299966267721718
48806,2017010212,-1.0348673139682192,101942.18484580287,293.76526558523443,0.3634113563643657
48806,2017010218,-0.9304514481216466,102047.98071868373,291.6178879658033,0.8868375472623139
48806,2017010300,-0.8312563755674026,101995.4240592526,291.6158678551548,0.6870233996996118
48806,2017010306,-2.0518778473138357,101790.43033567056,294.2298910344058,1.7870871577486187
48806,2017010312,-1.358556498092594,101772.91144919352,293.6299181717802,0.4090211074384609
48806,2017010318,-1.0265140447004932,101845.71721117603,290.25027305672063,0.7315472043195617
48806,2017010400,-0.6495727689943664,101798.62098389359,289.74726550522644,0.7532661334024641
48806,2017010406,-1.236389935052104,101643.68122167457,294.43796243120863,1.6057340999063836
48806,2017010412,0.10953057571021584,101746.51936047488,291.42193723289193,-1.1058741960939824
48806,2017010418,-0.6934274326499269,101786.33501155906,290.92296990269483,1.1018549451830475
48806,2017010500,-0.8970383710507434,101733.55083412174,289.99775922564925,0.3340908021024476
48806,2017010506,0.3622169710589211,101645.72888373033,291.50274165883474,-0.035130992306893434
48806,2017010512,-0.20998197378029607,101650.73427986664,290.60783264151775,0.950908388056876
48806,2017010518,0.27241932643086897,101640.04093357542,290.587631535032,-0.2295154075988699
48806,2017010600,0.0990889891255584,101626.61737120993,290.12300608586065,0.4709200553247328
48806,2017010606,0.37996766825283856,101484.64613534402,291.6603102894233,-0.1013737260097458
48806,2017010612,-0.317530315602266,101470.76753696607,291.8966632353061,0.3655832492726561
48806,2017010618,0.1011773064424899,101431.4069218943,290.5492494327092,-0.10571751182632627
48806,2017010700,0.3361130045972782,101418.21087753498,291.0017542179891,-0.4586501094234907
48806,2017010706,1.5452487311005878,101153.60743632977,297.1489509215911,-0.6237139704535489
48806,2017010712,0.7589972612758966,101117.20455533851,295.67629025878267,-1.314375915289845
48806,2017010718,0.12519295558720156,101266.00133139027,290.48864611325206,-0.7225350977807548
48806,2017010800,-0.1316700743953667,101430.49684986954,287.00193513381834,-0.6237139704535489
48806,2017010806,0.7934544970052657,101197.51841152553,298.1367850287424,0.2048631740591782
48806,2017010812,-0.5597751243663139,101133.13081577221,295.59548583283987,-1.2828834681196368
48806,2017010818,-1.6352585425860109,101334.93928726748,290.9734726689091,0.12776097581487456
48806,2017010900,-0.7174430817946386,101443.46537622268,288.783672725858,0.26893401485374024
