,Station_Id,Time,Direction,Speed,MSL,T2M
0,48806.0,2016010100.0,130.16360353821113,0.6114487680763027,102602.19390803107,286.85456660311456
1,48806.0,2016010106.0,142.12490371559278,1.7519749931511603,102404.99747455481,292.4635295894988
2,48806.0,2016010112.0,112.89976098720612,1.433401100334142,102268.85474112279,290.48773767872007
3,48806.0,2016010118.0,126.75521746215603,1.3041404466944144,102375.28935231104,287.5342553492812
4,48806.0,2016010200.0,124.60008271155733,1.313162138077668,102359.6165634108,288.48132915775363
5,48806.0,2016010206.0,197.75174987344147,0.8033250627859257,102095.51837433047,292.1736923463887
6,48806.0,2016010212.0,351.25761270344964,0.5515772071295528,101987.44630758547,291.4633869900344
7,48806.0,2016010218.0,123.36808340650762,0.8488400233646985,102005.92616315444,287.2015548519083
8,48806.0,2016010300.0,146.60723899151728,0.4099621833685883,102047.79824096255,286.544318286546
9,48806.0,2016010306.0,297.3926807736043,1.8419464352333565,101727.79264073062,295.24147668719485
10,48806.0,2016010312.0,351.21718269639484,1.8123267190979344,101717.73398516775,290.73675277491327
11,48806.0,2016010318.0,66.02823128792994,0.4997829162069232,101828.1452741367,288.51602798263303
12,48806.0,2016010400.0,343.9483481321133,1.2537676288374533,101898.55586307662,286.78312784601
13,48806.0,2016010406.0,299.3531605182846,2.0392413066733464,101576.67888506554,295.67827365920584
14,48806.0,2016010412.0,338.7490281464225,2.4477086380870507,101586.26969618359,291.70015544215244
15,48806.0,2016010418.0,94.57751785378674,0.322044372667395,101705.5700296034,289.5508694069769
16,48806.0,2016010500.0,332.25138527734464,1.5276229620188277,101788.14457410767,286.20957668182734
17,48806.0,2016010506.0,310.09619446796626,2.703165203877646,101581.82517395816,294.87815957963437
18,48806.0,2016010512.0,10.873586231434828,1.7354290468501283,101548.60821837852,289.350840887084
19,48806.0,2016010518.0,345.59844919586675,1.6878655449156463,101763.81666297896,288.3547805023112
20,48806.0,2016010600.0,9.557210238107189,0.7972458587930792,101909.31628530665,284.72773274874316
21,48806.0,2016010606.0,291.29076206789114,1.1807954379585175,101710.48239627363,297.1152132306814
22,48806.0,2016010612.0,11.13323643236177,1.4923656020465197,101617.38135176172,293.0840262226359
23,48806.0,2016010618.0,110.3127152402311,1.5537739244268711,101853.1749519326,287.0974583772702
24,48806.0,2016010700.0,86.54238516419457,0.7930222280204171,101992.12475203333,286.56472936000443
25,48806.0,2016010706.0,327.91558307577895,0.4132264597289355,101777.61807410007,296.5681964619946
26,48806.0,2016010712.0,15.87710876215499,1.3206268228989817,101699.02020737645,292.0940891599007
27,48806.0,2016010718.0,120.89485488424982,2.1921138196826244,101845.92336303847,287.98125785802137
28,48806.0,2016010800.0,106.08620597126043,1.5154229171847244,101874.22795194788,288.9160850224188
29,48806.0,2016010806.0,168.79014296069383,0.8226411526899373,101617.14742953931,297.1152132306814
30,48806.0,2016010812.0,33.37128816106271,1.1847421404722378,101450.59480719636,293.86985255078656
31,48806.0,2016010818.0,106.47995614101885,2.0489770168385717,101563.5792406116,289.40186857073013
32,48806.0,2016010900.0,126.49627255137602,1.2760359460151125,101595.15874063448,288.5772612030084
33,48806.0,2016010906.0,150.49417095506084,0.7981227644427396,101411.29587383458,296.5355387444612
34,48806.0,2016010912.0,270.2016103627996,1.9830509707254786,101398.89799604779,292.8860388100888
35,48806.0,2016010918.0,288.23396551227563,0.3649993452406297,101491.53119611493,290.2958735882105
36,48806.0,2016011000.0,0.712135247259468,0.5881061292070259,101509.77712946152,287.1913493151792
37,48806.0,2016011006.0,308.88098553028647,3.155982986418725,101344.16019600813,295.65378037105575
38,48806.0,2016011012.0,2.3897988332669513,1.8273870988240646,101377.84499603254,291.9287594648872
39,48806.0,2016011018.0,11.82618597915689,1.0233834758154308,101517.26264057805,288.5282746267081
40,48806.0,2016011100.0,341.07146002207605,0.9380063489831587,101596.32835174644,287.934312389067
41,48806.0,2016011106.0,289.4759108496852,1.629001900589987,101531.53189614392,297.080514405802
42,48806.0,2016011112.0,356.4745623422254,1.8804180354477615,101481.94038499688,289.0222226044028
43,48806.0,2016011118.0,118.08577196023036,1.590372992079842,101802.647751896,287.0096907613988
44,48806.0,2016011200.0,81.83804882005374,1.0202365287676838,101853.6427963774,287.24850032086283
45,48806.0,2016011206.0,259.6098290867898,1.0485104083180268,101602.64425175103,293.18608158992816
46,48806.0,2016011212.0,41.6940852797022,1.3414380197684963,101488.95805166863,291.78996416536967
