stationID,time,t2m
48806,2019010100,283.6827471024688
48806,2019010106,287.110638460239
48806,2019010112,285.2307629678038
48806,2019010118,284.25108155367013
48806,2019010200,284.2053763355665
48806,2019010206,288.7997443466765
48806,2019010212,286.5502527426209
48806,2019010218,286.0991621117724
48806,2019010300,285.5546738613207
48806,2019010306,291.23801837333394
48806,2019010312,288.46788471957643
48806,2019010318,285.9123668725663
48806,2019010400,285.46525060850934
48806,2019010406,293.78956185355236
48806,2019010412,292.17199456936413
48806,2019010418,287.7207037627523
48806,2019010500,287.34711328434025
48806,2019010506,297.1975813773645
48806,2019010512,293.326548122329
48806,2019010518,290.0159005849115
48806,2019010600,290.000003117745
48806,2019010606,295.3753342034079
48806,2019010612,293.4537278596606
48806,2019010618,289.7933360445809
48806,2019010700,290.3338499282409
48806,2019010706,295.2402057324929
48806,2019010712,293.5153305449308
48806,2019010718,290.99359481564943
48806,2019010800,290.97968453187883
48806,2019010806,293.3742405238284
48806,2019010812,291.7407757724736
48806,2019010818,289.3263479465658
48806,2019010900,288.18769186076736
48806,2019010906,289.73372054270664
48806,2019010912,287.9909607045824
48806,2019010918,287.43057498696425
48806,2019011000,287.5239726065672
48806,2019011006,293.2589838868715
48806,2019011012,292.3269948742372
48806,2019011018,289.30647611260775
48806,2019011100,289.5886561548126
48806,2019011106,295.23623136570126
48806,2019011112,295.4746933731983
48806,2019011118,290.3815423297404
48806,2019011200,289.69795124158213
48806,2019011206,295.66745016259176
48806,2019011212,292.58532871569236
48806,2019011218,289.4316686665437
48806,2019011300,289.41775838277306
48806,2019011306,297.22341476151007
48806,2019011312,292.422379677236
48806,2019011318,288.83750083119685
48806,2019011400,287.7703833476475
48806,2019011406,297.1916198271772
48806,2019011412,295.36142391963716
48806,2019011418,290.45506811538525
48806,2019011500,291.8262246584933
48806,2019011506,296.0171944402541
48806,2019011512,293.4219329253278
48806,2019011518,288.99448831946575
48806,2019011600,287.53788289033787
48806,2019011606,287.91147336875
48806,2019011612,285.85275137069215
48806,2019011618,284.7975569875176
48806,2019011700,285.60634062961174
48806,2019011706,289.51314318577187
48806,2019011712,287.43454935375587
48806,2019011718,286.5860220437454
48806,2019011800,286.8980098368875
48806,2019011806,293.25302233668407
48806,2019011812,292.6350083005875
48806,2019011818,286.1289698627095
48806,2019011900,286.06140562725193
48806,2019011906,295.63366804486304
48806,2019011912,293.03045779635346
48806,2019011918,288.32083314828657
48806,2019012000,287.7783320812308
48806,2019012006,294.60033267904237
48806,2019012012,292.4442386945898
48806,2019012018,291.22410808956323
48806,2019012100,289.9721825502037
48806,2019012106,289.6721178574365
48806,2019012112,288.3069228645158
48806,2019012118,286.6734581131612
48806,2019012200,286.04352097668965
48806,2019012206,290.2106445577008
48806,2019012212,286.4826885071634
48806,2019012218,284.9068520742871
48806,2019012300,285.15922436555473
48806,2019012306,293.6623821162207
48806,2019012312,292.0825713165527
48806,2019012318,284.81941600487136
48806,2019012400,285.04595491199365
48806,2019012406,294.646037897146
48806,2019012412,290.218593291284
48806,2019012418,285.63217401375726
48806,2019012500,285.16319873234636
48806,2019012506,295.54623197544737
48806,2019012512,290.47891431613493
48806,2019012518,287.43057498696425
48806,2019012600,288.0903198743728
48806,2019012606,294.1353317644232
48806,2019012612,290.9518639643374
48806,2019012618,288.25128172943334
48806,2019012700,287.3928185024438
48806,2019012706,294.1552035983812
48806,2019012712,292.13026371805205
48806,2019012718,286.50852189130893
48806,2019012800,284.98236504332783
48806,2019012806,298.34418619674625
48806,2019012812,292.7919957888564
48806,2019012818,289.1812835586718
48806,2019012900,288.4062820343064
48806,2019012906,297.15585052605263
48806,2019012912,294.0896265463196
48806,2019012918,290.14109313884745
48806,2019013000,290.1530162392223
48806,2019013006,298.47335311747383
48806,2019013012,293.05231681370736
48806,2019013018,290.12718285507685
48806,2019013100,287.4921776722344
48806,2019013106,298.72969977553316
48806,2019013112,293.8273183380728
48806,2019013118,290.65577363836195
48806,2019020100,290.6676967387368
48806,2019020106,297.203542927552
48806,2019020112,294.3777681387119
48806,2019020118,289.77743857741444
48806,2019020200,289.1196808734017
48806,2019020206,299.272200842589
48806,2019020212,294.8527049703101
48806,2019020218,291.38506994462375
48806,2019020300,289.3362838635448
48806,2019020306,301.20970465350257
48806,2019020312,295.01366682537065
48806,2019020318,290.29410626032467
48806,2019020400,288.05852494003983
48806,2019020406,301.2136790202942
48806,2019020412,295.4071291377408
48806,2019020418,290.52660671763437
48806,2019020500,287.9909607045824
48806,2019020506,301.5693848481439
48806,2019020512,294.1750754323393
48806,2019020518,290.3994269803026
48806,2019020600,287.1682667787174
48806,2019020606,301.8575264405362
48806,2019020612,297.57315903917237
48806,2019020618,291.48641629781
48806,2019020700,287.9174349189374
48806,2019020706,303.3816961051216
48806,2019020712,297.4141843675077
48806,2019020718,292.04084046524065
48806,2019020800,289.6542332068742
48806,2019020806,303.6618889639306
48806,2019020812,297.1320043253029
48806,2019020818,292.46013616175634
48806,2019020900,288.8176289972388
48806,2019020906,304.3116979343601
48806,2019020912,296.43649013676975
48806,2019020918,290.76506872513136
48806,2019021000,290.09737510413964
48806,2019021006,302.8312463044825
48806,2019021012,298.54687890311874
48806,2019021018,293.783600303365
48806,2019021100,293.2550095200798
48806,2019021106,299.5245731338567
48806,2019021112,294.9759103408503
48806,2019021118,292.3448795247994
48806,2019021200,291.74673732266103
48806,2019021206,297.61687707388023
48806,2019021212,295.9396942878176
48806,2019021218,292.2892383897168
48806,2019021300,291.6692371702244
48806,2019021306,299.78886852549925
48806,2019021312,299.06752095282064
48806,2019021318,292.5435978643804
48806,2019021400,291.03532566696134
48806,2019021406,301.79194938847456
48806,2019021412,298.20508335903963
48806,2019021418,291.65731406984963
48806,2019021500,291.466544463852
48806,2019021506,301.1341916844618
48806,2019021512,297.66854384217123
48806,2019021518,292.2415459882173
48806,2019021600,290.54647855159243
48806,2019021606,302.61265613094355
48806,2019021612,297.5274538210688
48806,2019021618,293.3821892574116
48806,2019021700,292.2494947218006
48806,2019021706,299.1708544894027
48806,2019021712,292.2097510538844
48806,2019021718,290.1073110211187
48806,2019021800,287.5319213401505
48806,2019021806,297.59501805652627
48806,2019021812,293.31065065516253
48806,2019021818,291.4844291144142
48806,2019021900,289.71186152535273
48806,2019021906,300.51816483176106
48806,2019021912,300.0412408167669
48806,2019021918,293.773664386386
48806,2019022000,289.4714123344599
48806,2019022006,301.87342390770266
48806,2019022012,296.1026433262739
48806,2019022018,292.9589191941044
48806,2019022100,290.09936228753554
48806,2019022106,302.7100281173382
48806,2019022112,296.7027727118082
48806,2019022118,291.569878000434
48806,2019022200,291.5976985679753
48806,2019022206,298.0957882722701
48806,2019022212,293.867062005989
48806,2019022218,291.1187873695854
48806,2019022300,290.20269582411754
48806,2019022306,300.4684852468658
48806,2019022312,297.3247611146964
48806,2019022318,290.80481239304765
48806,2019022400,288.74211602819804
48806,2019022406,294.56058901112624
48806,2019022412,291.8679555098053
48806,2019022418,288.4261538682645
48806,2019022500,287.8260244827302
48806,2019022506,296.92335006874293
48806,2019022512,293.326548122329
48806,2019022518,288.7460903949897
48806,2019022600,288.5294874048465
48806,2019022606,299.21854689090213
48806,2019022612,294.771230451082
48806,2019022618,290.1112853879103
48806,2019022700,288.7898084296975
48806,2019022706,300.7009857041755
48806,2019022712,295.935719921026
48806,2019022718,293.1218682325607
48806,2019022800,289.1633989081095
48806,2019022806,301.1719481689822
48806,2019022812,296.309310399438
48806,2019022818,291.4109033287693
48806,2019030100,290.45308093198946
48806,2019030106,301.5216924466445
48806,2019030112,298.6323277891385
48806,2019030118,291.3651981106657
48806,2019030200,289.719810258936
48806,2019030206,303.0677211285838
48806,2019030212,299.88027896170644
48806,2019030218,293.9068056739052
48806,2019030300,289.60057925518737
48806,2019030306,305.1562508775788
48806,2019030312,299.5901501859184
48806,2019030318,293.9465493418213
48806,2019030400,292.8933421420427
48806,2019030406,302.2788093204477
48806,2019030412,298.9681617830302
48806,2019030418,293.0900732982277
48806,2019030500,292.4104565768611
48806,2019030506,303.15118283120773
48806,2019030512,302.0761166140752
48806,2019030518,296.1463613609817
48806,2019030600,293.02052187937437
48806,2019030606,300.7466909222792
48806,2019030612,296.090720225899
48806,2019030618,291.80834000793106
48806,2019030700,291.4327623461232
48806,2019030706,295.77475806596544
48806,2019030712,294.08366499613214
48806,2019030718,290.93994086396265
48806,2019030800,289.9324388822875
48806,2019030806,296.8657217502645
48806,2019030812,295.27398785022166
48806,2019030818,291.4168648789567
48806,2019030900,290.78494055908953
48806,2019030906,300.38502354424185
48806,2019030912,297.57713340596405
48806,2019030918,291.5102624985597
48806,2019031000,290.5941709530918
48806,2019031006,296.49610563864405
48806,2019031012,293.11590668237324
48806,2019031018,288.99846268625737
48806,2019031100,287.8478835000841
48806,2019031106,298.9880336169883
48806,2019031112,295.27597503361744
48806,2019031118,288.38442301695244
48806,2019031200,288.1737815769967
48806,2019031206,300.41284411178316
48806,2019031212,297.63674890783835
48806,2019031218,290.29211907692894
48806,2019031300,289.1077577730269
48806,2019031306,301.63496190020567
48806,2019031312,298.8767513468229
48806,2019031318,291.4109033287693
48806,2019031400,291.40096741179025
48806,2019031406,302.02842421257577
48806,2019031412,297.8791852821269
48806,2019031418,293.8948825735303
48806,2019031500,292.4621233451521
48806,2019031506,296.90745260157644
48806,2019031512,293.27488135403803
48806,2019031518,290.395452613511
48806,2019031600,290.2464138588253
48806,2019031606,297.34065858186284
48806,2019031612,294.39167842248247
48806,2019031618,290.63391462100805
48806,2019031700,290.7312866074027
48806,2019031706,300.3234208589718
48806,2019031712,296.9869399374088
48806,2019031718,291.35526219368666
48806,2019031800,291.28968514162494
48806,2019031806,300.7566268392582
48806,2019031812,296.76238821368236
48806,2019031818,292.01301989769934
48806,2019031900,291.98321214676224
48806,2019031906,298.03418558700014
48806,2019031912,295.00969245857897
48806,2019031918,291.9553915792209
48806,2019032000,291.174428504668
48806,2019032006,303.16708029837423
48806,2019032012,297.92489050023056
48806,2019032018,294.3042423530668
48806,2019032100,292.162058652385
48806,2019032106,304.915801686686
48806,2019032112,300.35322860990897
48806,2019032118,296.16623319493976
48806,2019032200,290.77301745871466
48806,2019032206,305.15227651078726
48806,2019032212,299.1172005377158
48806,2019032218,294.18302416592263
48806,2019032300,293.9962289267165
48806,2019032306,300.53406229892755
48806,2019032312,295.42898815509466
48806,2019032318,291.5778267340172
48806,2019032400,290.3239140112619
48806,2019032406,296.37886181829134
48806,2019032412,293.6067409811381
48806,2019032418,289.5389765699174
48806,2019032500,290.06558016980665
48806,2019032506,298.9463027656763
48806,2019032512,296.5040543722273
48806,2019032518,291.23801837333394
48806,2019032600,290.77897900890207
48806,2019032606,301.5972054156852
48806,2019032612,298.7455972426996
48806,2019032618,293.31661220534994
48806,2019032700,292.51975166363064
48806,2019032706,303.13528536404135
48806,2019032712,295.9714892221505
48806,2019032718,293.15962471708104
48806,2019032800,292.01103271430355
48806,2019032806,303.3598370877677
48806,2019032812,297.9189289500432
48806,2019032818,294.4274477236072
48806,2019032900,292.7760983216898
48806,2019032906,302.27086058686444
48806,2019032912,297.75796709498263
48806,2019032918,293.5093689947434
48806,2019033000,292.2236613376552
48806,2019033006,305.23772539680704
48806,2019033012,301.5356027304152
48806,2019033018,295.43892407207375
48806,2019033100,293.6603949328249
48806,2019033106,304.5740061426069
48806,2019033112,299.99354841526764
48806,2019033118,296.4186054862075
48806,2019040100,296.33315660018775
48806,2019040106,301.2792560723558
48806,2019040112,295.77475806596544
48806,2019040118,292.89731650883425
48806,2019040200,291.663275620037
48806,2019040206,300.17636928768195
48806,2019040212,297.0326451555124
48806,2019040218,293.54712547926374
48806,2019040300,293.75776691921953
48806,2019040306,300.009445882434
48806,2019040312,296.85379864988965
48806,2019040318,294.27443460212976
48806,2019040400,293.0801373812487
48806,2019040406,301.0566915320253
48806,2019040412,298.3024553454343
48806,2019040418,294.17706261573517
48806,2019040500,294.8407818699353
48806,2019040506,299.23444435806863
48806,2019040512,296.5537339571225
48806,2019040518,293.3285353057248
48806,2019040600,292.8337266401684
48806,2019040606,301.05072998183783
48806,2019040612,297.20155574415617
48806,2019040618,295.1209747287444
48806,2019040700,292.01103271430355
48806,2019040706,303.04188774443827
48806,2019040712,298.47335311747383
48806,2019040718,296.3907849186662
48806,2019040800,293.84917735542666
48806,2019040806,303.9301587223648
48806,2019040812,298.9741233332176
48806,2019040818,296.0171944402541
48806,2019040900,293.6743052165956
48806,2019040906,304.9376607040399
48806,2019040912,298.6879689242212
48806,2019040918,296.51995183939374
48806,2019041000,293.60872816453383
48806,2019041006,305.54375163976164
48806,2019041012,303.8784919540738
48806,2019041018,297.60296679010963
48806,2019041100,294.29033206929626
48806,2019041106,305.1840714451202
48806,2019041112,300.07502293449573
48806,2019041118,296.20796404625173
48806,2019041200,296.2536692643554
48806,2019041206,304.69124996295966
48806,2019041212,301.0169478641091
48806,2019041218,296.2318102470015
48806,2019041300,295.4707190064067
48806,2019041306,304.562083042232
48806,2019041312,301.79592375526613
48806,2019041318,296.122515160232
48806,2019041400,295.363411103033
48806,2019041406,306.27304794602344
48806,2019041412,300.6930369705923
48806,2019041418,297.3009149139466
48806,2019041500,296.18213066210626
48806,2019041506,302.9147080071065
48806,2019041512,297.95271106777193
48806,2019041518,295.0951413445988
48806,2019041600,295.46078308942765
48806,2019041606,305.00125057270577
48806,2019041612,297.57713340596405
48806,2019041618,294.75533298391554
48806,2019041700,294.2148191002555
48806,2019041706,304.5243265577117
48806,2019041712,302.1834245174489
48806,2019041718,297.8255313304401
48806,2019041800,295.8721300523601
48806,2019041806,308.22446204070764
48806,2019041812,306.88510043193247
48806,2019041818,299.0873927867788
48806,2019041900,295.40116758755335
48806,2019041906,309.2279896555911
48806,2019041912,307.1513830069709
48806,2019041918,298.9880336169883
48806,2019042000,296.08873304250324
48806,2019042006,309.5817083000452
48806,2019042012,307.18516512469967
48806,2019042018,299.0098926343422
48806,2019042100,295.9476430214008
48806,2019042106,308.62388590326526
48806,2019042112,302.0165011122009
48806,2019042118,298.0163009364378
48806,2019042200,296.3530284341458
48806,2019042206,307.38189628088475
48806,2019042212,301.88335982468175
48806,2019042218,299.1450211052572
48806,2019042300,297.4579024022155
48806,2019042306,306.038560305318
48806,2019042312,301.3388715742301
48806,2019042318,294.9878334412251
48806,2019042400,295.12296191214017
48806,2019042406,306.3624711988348
48806,2019042412,302.6365023316933
48806,2019042418,299.3377778946506
48806,2019042500,297.15585052605263
48806,2019042506,307.3600372635308
48806,2019042512,302.88291307277365
48806,2019042518,298.47335311747383
48806,2019042600,297.0405938890956
48806,2019042606,307.98202566641896
48806,2019042612,302.48945076040343
48806,2019042618,295.69328354673735
48806,2019042700,296.2198871466266
48806,2019042706,305.46823867072084
48806,2019042712,301.03284533127555
48806,2019042718,296.34309251716684
48806,2019042800,296.4205926696033
48806,2019042806,305.53182853938665
48806,2019042812,298.88668726380206
48806,2019042818,296.6173238257884
48806,2019042900,295.7389887648409
48806,2019042906,306.2988813301688
48806,2019042912,301.19182000294035
48806,2019042918,297.3227739313005
48806,2019043000,295.8145017338816
48806,2019043006,305.46426430392916
48806,2019043012,302.87496433919034
48806,2019043018,296.1880922122937
48806,2019050100,294.0041776602998
48806,2019050106,301.4839359621242
48806,2019050112,298.6084815883888
48806,2019050118,294.4155246232322
48806,2019050200,294.47116575831484
48806,2019050206,305.08272509193387
48806,2019050212,299.8922020620813
48806,2019050218,296.04302782439964
48806,2019050300,294.94212822312164
48806,2019050306,299.8524583941651
48806,2019050312,297.83944161421084
48806,2019050318,295.3832829369911
48806,2019050400,294.25058840138007
48806,2019050406,302.8173360207119
48806,2019050412,303.02002872708437
48806,2019050418,296.1105920598572
48806,2019050500,297.01674768834596
48806,2019050506,306.07830397323414
48806,2019050512,303.31810623645566
48806,2019050518,298.0163009364378
48806,2019050600,298.06200615454134
48806,2019050606,307.9840128498148
48806,2019050612,302.13374493255367
48806,2019050618,298.08187798849946
48806,2019050700,297.98649318550065
48806,2019050706,304.1825310136325
48806,2019050712,298.9582258660512
48806,2019050718,297.1896326437813
48806,2019050800,296.91142696836806
48806,2019050806,303.84272265294925
48806,2019050812,298.3104040790175
48806,2019050818,295.3177058849294
48806,2019050900,295.02161555895384
48806,2019050906,301.68066711830926
48806,2019050912,297.57713340596405
48806,2019050918,294.37180658852435
48806,2019051000,294.417511806628
48806,2019051006,299.7411761239998
48806,2019051012,298.07194207152037
48806,2019051018,294.542704360564
48806,2019051100,294.7752048178736
48806,2019051106,301.8714367243069
48806,2019051112,300.44265186272037
48806,2019051118,297.036619522304
48806,2019051200,297.04655543928317
48806,2019051206,305.4443924699712
48806,2019051212,301.3368843908343
48806,2019051218,297.930852050418
48806,2019051300,297.6943772263168
48806,2019051306,305.53580290617833
48806,2019051312,299.84252247718615
48806,2019051318,296.60341354201773
48806,2019051400,297.0008502211794
48806,2019051406,302.7756051693998
48806,2019051412,299.365598462192
48806,2019051418,298.15142940735285
48806,2019051500,297.7023259599
48806,2019051506,305.93920113552747
48806,2019051512,300.7983576905701
48806,2019051518,297.4062356339245
48806,2019051600,297.3327098482796
48806,2019051606,306.8632414145786
48806,2019051612,306.50952277012465
48806,2019051618,301.2116918368984
48806,2019051700,299.906112345852
48806,2019051706,307.7654226762758
48806,2019051712,307.23087034280326
48806,2019051718,300.90367841054797
48806,2019051800,299.5762399021477
48806,2019051806,309.5419646321289
48806,2019051812,304.4845828897955
48806,2019051818,299.68156062212563
48806,2019051900,298.73566132572057
48806,2019051906,310.0864528825805
48806,2019051912,307.2507421767614
48806,2019051918,299.85643276095675
48806,2019052000,298.4534812835157
48806,2019052006,309.1961947212582
48806,2019052012,303.26246510137304
48806,2019052018,298.8946359973853
48806,2019052100,296.22982306360564
48806,2019052106,303.07765704556283
48806,2019052112,301.03085814787977
48806,2019052118,297.8036723130862
48806,2019052200,295.48264210678155
48806,2019052206,300.07899730128736
48806,2019052212,298.648225256305
48806,2019052218,296.174181928523
48806,2019052300,296.0569381081703
48806,2019052306,304.3792621698176
48806,2019052312,300.68508823700904
48806,2019052318,296.1940537624812
48806,2019052400,297.4082228173204
48806,2019052406,305.26952033114
48806,2019052412,300.28765155784725
48806,2019052418,298.36207084730853
48806,2019052500,297.2850174467802
48806,2019052506,305.4106103522424
48806,2019052512,303.5486195103695
48806,2019052518,300.25784380691016
48806,2019052600,298.74758442609544
48806,2019052606,306.98445960172296
48806,2019052612,305.8656753498826
48806,2019052618,298.7118151249709
48806,2019052700,296.8200165321609
48806,2019052706,304.63560882787687
48806,2019052712,302.078103797471
48806,2019052718,297.65065919160895
48806,2019052800,297.5473256550269
48806,2019052806,303.43535005680843
48806,2019052812,300.4963058144072
48806,2019052818,297.5175179040898
48806,2019052900,296.62527255937164
48806,2019052906,299.6279066704388
48806,2019052912,298.43957099974506
48806,2019052918,296.56565705749733
48806,2019053000,296.8359139993273
48806,2019053006,302.7716308026083
48806,2019053012,298.7913024608032
48806,2019053018,296.36892590131225
48806,2019053100,295.9436686546092
48806,2019053106,301.5813079485188
48806,2019053112,297.0505298060747
48806,2019053118,295.65751424561273
48806,2019060100,295.6495655120295
48806,2019060106,299.80675317606153
48806,2019060112,296.6153366423925
48806,2019060118,295.1170003619527
48806,2019060200,294.958025690288
48806,2019060206,301.0586787154212
48806,2019060212,298.86880261323984
48806,2019060218,296.7166829955788
48806,2019060300,295.53629605846834
48806,2019060306,303.29823440249766
48806,2019060312,301.93701377636864
48806,2019060318,296.72661891255785
48806,2019060400,298.3024553454343
48806,2019060406,303.8566329367198
48806,2019060412,300.48040834724065
48806,2019060418,297.98251881870897
48806,2019060500,297.02469642192915
48806,2019060506,303.0677211285838
48806,2019060512,299.87034304472735
48806,2019060518,298.28258351147616
48806,2019060600,297.96860853493837
48806,2019060606,303.969902390281
48806,2019060612,300.1882923880568
48806,2019060618,298.4077760654121
48806,2019060700,297.64469764142154
48806,2019060706,304.1547104460912
48806,2019060712,300.7904089569869
48806,2019060718,298.2428398435601
48806,2019060800,297.6804669425461
48806,2019060806,303.4572090741624
48806,2019060812,300.33136959255506
48806,2019060818,298.74162287590804
48806,2019060900,298.76149470986616
48806,2019060906,306.05048340569283
48806,2019060912,302.85707968862806
48806,2019060918,301.01098631392165
48806,2019061000,299.92797136320587
48806,2019061006,305.82990604875806
48806,2019061012,303.8963766046361
48806,2019061018,299.8822661451024
48806,2019061100,298.50912241859834
48806,2019061106,304.29580046719366
48806,2019061112,302.1953476178237
48806,2019061118,299.1966878735482
48806,2019061200,299.07348250300805
48806,2019061206,305.47817458769987
48806,2019061212,302.5311816117154
48806,2019061218,299.22450844108954
48806,2019061300,299.6418169542094
48806,2019061306,301.95489842693087
48806,2019061312,301.32694847385534
48806,2019061318,298.3660452141001
48806,2019061400,297.7162362436706
48806,2019061406,302.78951545317057
48806,2019061412,300.4108569283874
48806,2019061418,298.0639933379372
48806,2019061500,298.62040468876364
48806,2019061506,304.16265917967445
