stationID,time,msl
48806,2013010100,102126.2963802588
48806,2013010106,101874.78935898707
48806,2013010112,101718.31574645599
48806,2013010118,101730.02916660313
48806,2013010200,101675.88222441364
48806,2013010206,101438.51971048936
48806,2013010212,101512.55736613617
48806,2013010218,101866.39105774953
48806,2013010300,102090.051080181
48806,2013010306,102016.23443246153
48806,2013010312,102022.20164649872
48806,2013010318,102105.07961923764
48806,2013010400,102010.26721842431
48806,2013010406,101727.15606354814
48806,2013010412,101587.47905349213
48806,2013010418,101658.42259815666
48806,2013010500,101667.70493110342
48806,2013010506,101483.38431973204
48806,2013010512,101464.37763798393
48806,2013010518,101711.02248485496
48806,2013010600,101937.77661826868
48806,2013010606,101774.45175999118
48806,2013010612,101691.35277932492
48806,2013010618,101776.6618392642
48806,2013010700,101890.70192975296
48806,2013010706,101607.5907748768
48806,2013010712,101554.76988025117
48806,2013010718,101637.64785299008
48806,2013010800,101734.67033307649
48806,2013010806,101453.32724161872
48806,2013010812,101478.96416118596
48806,2013010818,101909.04558771916
48806,2013010900,101976.23199761953
48806,2013010906,101875.8943986236
48806,2013010912,101908.38256393725
48806,2013010918,102047.61755813863
48806,2013011000,102083.42084236187
48806,2013011006,102023.74870198984
48806,2013011012,101871.03222422293
48806,2013011018,102049.16461362976
48806,2013011100,102102.20651618268
48806,2013011106,101914.79179382906
48806,2013011112,101906.39349259152
48806,2013011118,102213.59451154381
48806,2013011200,102220.22474936293
48806,2013011206,101994.35464765843
48806,2013011212,101875.0103669144
48806,2013011218,101917.22288102943
48806,2013011300,101951.0370939069
48806,2013011306,101589.02610898326
48806,2013011312,101449.57010685457
48806,2013011318,101576.87067298156
48806,2013011400,101767.15849839011
48806,2013011406,101477.85912154944
48806,2013011412,101606.92775109489
48806,2013011418,101775.11478377307
48806,2013011500,101961.42446649018
48806,2013011506,101717.43171474678
48806,2013011512,101738.42746784065
48806,2013011518,101982.86223543863
48806,2013011600,102088.94604054447
48806,2013011606,101741.5215788229
48806,2013011612,101702.18216776283
48806,2013011618,101988.38743362123
48806,2013011700,102222.21382070864
48806,2013011706,102158.78454557246
48806,2013011712,102341.33709352539
48806,2013011718,102488.30736518244
48806,2013011800,102618.03901850976
48806,2013011806,102378.24541738514
48806,2013011812,102220.66676521752
48806,2013011818,102220.22474936293
48806,2013011900,102156.13245044484
48806,2013011906,101812.02310763279
48806,2013011912,101711.02248485496
48806,2013011918,101774.89377584576
48806,2013012000,101887.16580291608
48806,2013012006,101559.85306257916
48806,2013012012,101586.15300592833
48806,2013012018,101715.44264340104
48806,2013012100,101947.72197499733
48806,2013012106,101659.30662986588
48806,2013012112,101618.19915538737
48806,2013012118,101861.97089920346
48806,2013012200,101978.66308481988
48806,2013012206,101673.89315306793
48806,2013012212,101614.66302855052
48806,2013012218,101807.82395701404
48806,2013012300,101853.3515900386
48806,2013012306,101599.85549742117
48806,2013012312,101442.05583732623
48806,2013012318,101601.84456876687
48806,2013012400,101717.65272267409
48806,2013012406,101423.0491555781
48806,2013012412,101584.16393458258
48806,2013012418,101755.88709409763
48806,2013012500,101832.57684487203
48806,2013012506,101652.45538411946
48806,2013012512,101566.26229247096
48806,2013012518,101629.02854382523
48806,2013012600,101699.53007263516
48806,2013012606,101595.65634680238
48806,2013012612,101693.78386652523
48806,2013012618,101953.91019696184
48806,2013012700,102136.68375284207
48806,2013012706,102081.21076308883
48806,2013012712,101985.293322639
48806,2013012718,102070.60238257825
48806,2013012800,102069.71835086904
48806,2013012806,101931.14638044957
48806,2013012812,101819.53737716113
48806,2013012818,101936.22956277752
48806,2013012900,101994.57565558574
48806,2013012906,101835.8919637816
48806,2013012912,101675.66121648636
48806,2013012918,101928.0522694673
48806,2013013000,102002.08992511408
48806,2013013006,101806.49790945019
48806,2013013012,101644.94111459113
48806,2013013018,101749.69887213313
48806,2013013100,101983.96727507516
48806,2013013106,101862.41291505807
48806,2013013112,101749.25685627852
48806,2013013118,101850.47848698367
48806,2013020100,101985.7353384936
48806,2013020106,101804.28783017717
48806,2013020112,101675.66121648636
48806,2013020118,101827.27265461675
48806,2013020200,101929.37831703114
48806,2013020206,101763.62237155328
48806,2013020212,101706.38131838158
48806,2013020218,101789.92231490242
48806,2013020300,101843.40623330994
48806,2013020306,101664.38981219387
48806,2013020312,101511.89434235424
48806,2013020318,101692.67882688878
48806,2013020400,101879.65153338775
48806,2013020406,101625.0504011338
48806,2013020412,101599.41348156656
48806,2013020418,101789.92231490242
48806,2013020500,101922.96908713931
48806,2013020506,101633.44870237133
48806,2013020512,101506.81116002623
48806,2013020518,101553.44383268736
48806,2013020600,101582.39587116416
48806,2013020606,101224.363028932
48806,2013020612,101003.1340937009
48806,2013020618,100988.76857842613
48806,2013020700,101092.42129633162
48806,2013020706,100845.55544153329
48806,2013020712,100828.53783113087
48806,2013020718,101013.52146628418
48806,2013020800,101349.23250785863
48806,2013020806,101209.55549780263
48806,2013020812,101292.65447846887
48806,2013020818,101773.34672035463
48806,2013020900,101843.40623330994
48806,2013020906,101837.21801134542
48806,2013020912,101779.31393439183
48806,2013020918,101911.91869077412
48806,2013021000,101900.86829440892
48806,2013021006,101667.26291524881
48806,2013021012,101413.76682263137
48806,2013021018,101624.60838527918
48806,2013021100,101690.68975554305
48806,2013021106,101366.02911033374
48806,2013021112,101303.92588276137
48806,2013021118,101640.52095604505
48806,2013021200,101836.11297170892
48806,2013021206,101829.92474974443
48806,2013021212,101704.17123910856
48806,2013021218,101797.65759235805
48806,2013021300,101830.14575767172
48806,2013021306,101630.79660724367
48806,2013021312,101442.71886110817
48806,2013021318,101526.03884970168
48806,2013021400,101595.21433094775
48806,2013021406,101214.63868013062
48806,2013021412,101061.2591785818
48806,2013021418,101396.97022015628
48806,2013021500,101590.35215654707
48806,2013021506,101559.85306257916
48806,2013021512,101509.46325515393
