stationID,time,msl
48806,2017010100,102145.13090732912
48806,2017010106,102088.25140578028
48806,2017010112,102029.09672416947
48806,2017010118,102090.29906783604
48806,2017010200,102035.69474634917
48806,2017010206,101864.37368768408
48806,2017010212,101942.18484580287
48806,2017010218,102047.98071868373
48806,2017010300,101995.4240592526
48806,2017010306,101790.43033567056
48806,2017010312,101772.91144919352
48806,2017010318,101845.71721117603
48806,2017010400,101798.62098389359
48806,2017010406,101643.68122167457
48806,2017010412,101746.51936047488
48806,2017010418,101786.33501155906
48806,2017010500,101733.55083412174
48806,2017010506,101645.72888373033
48806,2017010512,101650.73427986664
48806,2017010518,101640.04093357542
48806,2017010600,101626.61737120993
48806,2017010606,101484.64613534402
48806,2017010612,101470.76753696607
48806,2017010618,101431.4069218943
48806,2017010700,101418.21087753498
48806,2017010706,101153.60743632977
48806,2017010712,101117.20455533851
48806,2017010718,101266.00133139027
48806,2017010800,101430.49684986954
48806,2017010806,101197.51841152553
48806,2017010812,101133.13081577221
48806,2017010818,101334.93928726748
48806,2017010900,101443.46537622268
48806,2017010906,101279.652411762
48806,2017010912,101215.26481600873
48806,2017010918,101355.64342583127
48806,2017011000,101424.12634569606
48806,2017011006,101364.74414607909
48806,2017011012,101381.35296053132
48806,2017011018,101438.23246208015
48806,2017011100,101341.30979144096
48806,2017011106,101224.59305426273
48806,2017011112,101213.21715395297
48806,2017011118,101282.15510983016
48806,2017011200,101262.58856129737
48806,2017011206,101365.19918209148
48806,2017011212,101429.13174183236
48806,2017011218,101616.83409694351
48806,2017011300,101629.12006927807
48806,2017011306,101471.2225729785
48806,2017011312,101462.12185273068
48806,2017011318,101636.17312747012
48806,2017011400,101617.28913295592
48806,2017011406,101525.1443404468
48806,2017011412,101554.494163246
48806,2017011418,101740.83141032
48806,2017011500,101892.35840244607
48806,2017011506,101785.42493953428
48806,2017011512,101763.81072894573
48806,2017011518,101868.46901179556
48806,2017011600,101842.53195908928
48806,2017011606,101620.24686703645
48806,2017011612,101524.4617864282
48806,2017011618,101734.46090614652
48806,2017011700,101879.16235808676
48806,2017011706,101730.5931000412
48806,2017011712,101735.37097817133
48806,2017011718,102028.41417015088
48806,2017011800,102038.42496242351
48806,2017011806,101912.60750499748
48806,2017011812,101746.29184246866
48806,2017011818,101958.79366025512
48806,2017011900,101921.93574325152
48806,2017011906,101759.487886828
48806,2017011912,101773.36648520592
48806,2017011918,102031.14438622523
48806,2017012000,102094.16687394137
48806,2017012006,101987.00589302336
48806,2017012012,101992.92136118443
48806,2017012018,102171.52299604779
48806,2017012100,102306.44117372164
48806,2017012106,102363.54819327669
48806,2017012112,102400.63362828652
48806,2017012118,102634.74965666153
48806,2017012200,102695.49696431568
48806,2017012206,102479.58237643633
48806,2017012212,102219.9843313674
48806,2017012218,102351.26222094212
48806,2017012300,102558.53112458608
48806,2017012306,102357.40520710939
48806,2017012312,102188.81436451864
48806,2017012318,102243.87372201793
48806,2017012400,102359.22535115897
48806,2017012406,102126.92946683348
48806,2017012412,102111.23072440602
48806,2017012418,102485.27032659117
48806,2017012500,102601.3045097508
48806,2017012506,102375.83416561123
48806,2017012512,102245.46634806127
48806,2017012518,102439.31168933972
48806,2017012600,102445.9097115194
48806,2017012606,102152.63900153358
48806,2017012612,101906.23700082401
48806,2017012618,102000.20193738268
48806,2017012700,102231.58774968336
48806,2017012706,102092.3467298918
48806,2017012712,101855.27296743623
48806,2017012718,101854.36289541148
48806,2017012800,101805.90156009184
48806,2017012806,101357.91860589321
48806,2017012812,101266.91140341508
48806,2017012818,101316.51032876564
48806,2017012900,101491.24415752367
48806,2017012906,101302.17669437538
48806,2017012912,101313.55259468511
48806,2017012918,101670.52834640564
48806,2017013000,101844.57962114508
48806,2017013006,101723.08500583677
48806,2017013012,101579.29362592127
48806,2017013018,101749.47709455543
48806,2017013100,101866.87638575221
48806,2017013106,101654.82960397814
48806,2017013112,101624.34219114797
48806,2017013118,101797.48339386264
48806,2017020100,101985.86830299238
48806,2017020106,101895.99869054524
48806,2017020112,101831.15605877952
48806,2017020118,102109.41058035646
48806,2017020200,102167.65518994248
48806,2017020206,101915.33772107182
48806,2017020212,101737.19112222086
48806,2017020218,101888.03556032838
48806,2017020300,101908.51218088595
48806,2017020306,101558.81700536373
48806,2017020312,101370.88713224637
48806,2017020318,101665.52295026931
48806,2017020400,101667.11557631267
48806,2017020406,101435.95728201822
48806,2017020412,101438.91501609876
48806,2017020418,101496.70458967236
48806,2017020500,101594.30981433019
48806,2017020506,101232.55618447957
48806,2017020512,101024.14969080462
48806,2017020518,101134.49592380936
48806,2017020600,101262.58856129737
48806,2017020606,100992.97972395588
48806,2017020612,100836.21981768726
48806,2017020618,101206.6191317733
48806,2017020700,101291.48334808416
