stationID,time,msl
48806,2016010100,102602.19390803107
48806,2016010106,102404.99747455481
48806,2016010112,102268.85474112279
48806,2016010118,102375.28935231104
48806,2016010200,102359.6165634108
48806,2016010206,102095.51837433047
48806,2016010212,101987.44630758547
48806,2016010218,102005.92616315444
48806,2016010300,102047.79824096255
48806,2016010306,101727.79264073062
48806,2016010312,101717.73398516775
48806,2016010318,101828.1452741367
48806,2016010400,101898.55586307662
48806,2016010406,101576.67888506554
48806,2016010412,101586.26969618359
48806,2016010418,101705.5700296034
48806,2016010500,101788.14457410767
48806,2016010506,101581.82517395816
48806,2016010512,101548.60821837852
48806,2016010518,101763.81666297896
48806,2016010600,101909.31628530665
48806,2016010606,101710.48239627363
48806,2016010612,101617.38135176172
48806,2016010618,101853.1749519326
48806,2016010700,101992.12475203333
48806,2016010706,101777.61807410007
48806,2016010712,101699.02020737645
48806,2016010718,101845.92336303847
48806,2016010800,101874.22795194788
48806,2016010806,101617.14742953931
48806,2016010812,101450.59480719636
48806,2016010818,101563.5792406116
48806,2016010900,101595.15874063448
48806,2016010906,101411.29587383458
48806,2016010912,101398.89799604779
48806,2016010918,101491.53119611493
48806,2016011000,101509.77712946152
48806,2016011006,101344.16019600813
48806,2016011012,101377.84499603254
48806,2016011018,101517.26264057805
48806,2016011100,101596.32835174644
48806,2016011106,101531.53189614392
48806,2016011112,101481.94038499688
48806,2016011118,101802.647751896
48806,2016011200,101853.6427963774
48806,2016011206,101602.64425175103
48806,2016011212,101488.95805166863
48806,2016011218,101792.82301855553
48806,2016011300,101892.47388529443
48806,2016011306,101634.92551844107
48806,2016011312,101546.9707628218
48806,2016011318,101714.45907405428
48806,2016011400,101694.575685151
48806,2016011406,101521.94108502586
48806,2016011412,101363.57574046664
48806,2016011418,101415.74039606
48806,2016011500,101323.80896266004
48806,2016011506,101150.94044031252
48806,2016011512,101092.69380693695
48806,2016011518,101200.99979590435
48806,2016011600,101122.40192918072
48806,2016011606,100904.38641791158
48806,2016011612,100860.64296232432
48806,2016011618,101074.21395136804
48806,2016011700,101240.29872926617
48806,2016011706,101103.22030694461
48806,2016011712,101160.0634069858
48806,2016011718,101427.67042940196
48806,2016011800,101542.29231837396
48806,2016011806,101380.41814047883
48806,2016011812,101362.40612935467
48806,2016011818,101574.33966284162
48806,2016011900,101713.75730738713
48806,2016011906,101601.47464063906
48806,2016011912,101623.2294073215
48806,2016011918,101782.76436299268
48806,2016012000,101832.82371858454
48806,2016012006,101579.95379617902
48806,2016012012,101377.37715158776
48806,2016012018,101568.7255295042
48806,2016012100,101605.68524064212
48806,2016012106,101333.1658515557
48806,2016012112,101241.70226260053
48806,2016012118,101507.67182945996
48806,2016012200,101580.88948506859
48806,2016012206,101417.37785161674
48806,2016012212,101528.02306280805
48806,2016012218,101890.60250751527
48806,2016012300,102270.25827445713
48806,2016012306,102666.2885969664
48806,2016012312,102743.48293035569
48806,2016012318,103141.3846306441
48806,2016012400,103331.797319671
48806,2016012406,103589.11176430195
48806,2016012412,103616.4806643218
48806,2016012418,103572.03544206737
48806,2016012500,103513.08704202464
48806,2016012506,103283.84326408069
48806,2016012512,103020.68076388996
48806,2016012518,103028.40019722887
48806,2016012600,102882.19880823401
48806,2016012606,102812.25606373887
48806,2016012612,102532.7190079807
48806,2016012618,102533.18685242553
48806,2016012700,102346.51691895686
48806,2016012706,101995.8675075916
48806,2016012712,101891.77211862724
48806,2016012718,101899.95939641095
48806,2016012800,101781.36082965834
48806,2016012806,101595.62658507928
48806,2016012812,101552.58489615918
48806,2016012818,101701.82727404514
48806,2016012900,101798.67107411534
48806,2016012906,101581.59125173576
48806,2016012912,101470.47819609966
48806,2016012918,101774.81100743137
48806,2016013000,101869.08166305526
48806,2016013006,101646.85555178307
48806,2016013012,101492.4668850045
48806,2016013018,101618.55096287368
48806,2016013100,101604.74955175255
48806,2016013106,101440.53615163351
48806,2016013112,101434.92201829613
48806,2016013118,101861.36222971632
48806,2016020100,102059.72827430457
48806,2016020106,102100.66466322313
48806,2016020112,102190.72471884397
48806,2016020118,102439.3840412464
48806,2016020200,102553.30416355119
48806,2016020206,102381.60525231562
48806,2016020212,102186.28019661848
48806,2016020218,102251.5444966658
48806,2016020300,102261.36923000622
48806,2016020306,101950.4865964476
48806,2016020312,101704.86826293623
48806,2016020318,102042.88587429232
48806,2016020400,102251.07665222102
48806,2016020406,102098.0915187768
48806,2016020412,101997.27104092596
48806,2016020418,102275.40456334976
48806,2016020500,102392.36567454564
48806,2016020506,102173.64839660934
48806,2016020512,102106.04487433813
48806,2016020518,102562.66105244686
48806,2016020600,102670.26527474707
48806,2016020606,102575.7606969008
48806,2016020612,102500.20381906824
48806,2016020618,102834.0108304213
48806,2016020700,102888.98255268336
48806,2016020706,102623.71475249113
48806,2016020712,102428.62361901636
48806,2016020718,102558.45045244381
48806,2016020800,102578.09991912472
48806,2016020806,102163.3558188241
48806,2016020812,101916.33395197839
48806,2016020818,101972.24136313004
48806,2016020900,102100.89858544552
48806,2016020906,101671.4173851342
48806,2016020912,101458.78208498008
48806,2016020918,101581.123407291
48806,2016021000,101617.61527398408
48806,2016021006,101245.2110959364
48806,2016021012,101095.73479582807
48806,2016021018,101178.54326255474
48806,2016021100,101353.75100712618
48806,2016021106,101070.70511803213
48806,2016021112,100979.00760685457
48806,2016021118,101061.81607358123
48806,2016021200,101232.81321814963
48806,2016021206,100956.78499572734
48806,2016021212,100894.09384012633
48806,2016021218,101062.28391802603
48806,2016021300,101281.70296262953
48806,2016021306,101004.97297354003
48806,2016021312,101038.89169578684
48806,2016021318,101091.29027360262
48806,2016021400,101328.25348488547
48806,2016021406,101182.75386255779
