stationID,time,u10
48806,2014010100,-1.446717220633131
48806,2014010106,0.015689017853331988
48806,2014010112,-0.1599721589140175
48806,2014010118,0.8454994847911188
48806,2014010200,0.5836242335367265
48806,2014010206,2.247555871136652
48806,2014010212,-0.018796611941485075
48806,2014010218,0.34222482497300644
48806,2014010300,0.9780536243149472
48806,2014010306,-1.510300100567325
48806,2014010312,-2.1159539738388005
48806,2014010318,-1.197774080551795
48806,2014010400,-1.2969202662118944
48806,2014010406,-1.9823221583838844
48806,2014010412,-1.7937288704434782
48806,2014010418,-1.6353105085735369
48806,2014010500,-1.4628823595994516
48806,2014010506,0.3777881306989117
48806,2014010512,-0.6298388648684008
48806,2014010518,-1.1751428859989463
48806,2014010600,-1.4003771555963456
48806,2014010606,1.8046310634594696
48806,2014010612,0.9177037721740172
48806,2014010618,-1.3928334240787297
48806,2014010700,-1.1234144413067206
48806,2014010706,2.2443228433433884
48806,2014010712,-0.3658082617518321
48806,2014010718,-0.481119586378252
48806,2014010800,-1.6687184624372662
48806,2014010806,-0.5317703551393895
48806,2014010812,-2.375673873231017
48806,2014010818,-2.2603625486045966
48806,2014010900,-2.030817575282846
48806,2014010906,-2.155827983289058
48806,2014010912,-2.0178854641097894
48806,2014010918,-1.7032040922320832
48806,2014011000,-1.8616224541020243
48806,2014011006,-0.5263819754839494
48806,2014011012,-1.316318432971479
48806,2014011018,-1.1719098582056822
48806,2014011100,-0.820587504670983
48806,2014011106,0.07711654592535022
48806,2014011112,-1.6406988882289772
48806,2014011118,-1.6169900177450405
48806,2014011200,-1.3098523773849506
48806,2014011206,-2.348731974953816
48806,2014011212,-2.623539337381265
48806,2014011218,-2.037283630869374
48806,2014011300,-2.2161778354299884
48806,2014011306,-2.108410242321185
48806,2014011312,-0.7440725135637325
48806,2014011318,-1.2085508398626754
48806,2014011400,-1.221482951035732
48806,2014011406,-1.6784175458170585
48806,2014011412,-1.7398450738890765
48806,2014011418,-1.8217484446517669
48806,2014011500,-1.2150168954492035
48806,2014011506,-1.1772982378611223
48806,2014011512,-1.4973679893942686
48806,2014011518,-1.834680555824824
48806,2014011600,-1.3939111000098174
48806,2014011606,-0.4724981789295477
48806,2014011612,-1.1525116914460976
48806,2014011618,-1.4025325074585218
48806,2014011700,-1.22794900662226
48806,2014011706,-1.3044639977295105
48806,2014011712,-0.8421410232927435
48806,2014011718,-1.2408811177953163
48806,2014011800,-0.6783342817673623
48806,2014011806,-1.5286205913958215
48806,2014011812,-1.352959414628472
48806,2014011818,-1.3357165997310636
48806,2014011900,-0.7419171617015563
48806,2014011906,-0.1513507514653134
48806,2014011912,-0.9606853757124274
48806,2014011918,-2.08362369590616
48806,2014012000,-1.1018609226849598
48806,2014012006,-2.1267307331496808
48806,2014012012,-1.415464618631578
48806,2014012018,-1.4521056002885713
48806,2014012100,-1.0307343112331495
48806,2014012106,-1.2053178120694112
48806,2014012112,-1.6234560733315688
48806,2014012118,-1.7301459905092842
48806,2014012200,-1.3055416736605985
48806,2014012206,-0.8087330694290145
48806,2014012212,-2.0243515196963178
48806,2014012218,-1.3777459610434968
48806,2014012300,-1.0846181077875514
48806,2014012306,-0.3755073451316244
48806,2014012312,-1.976933778728444
48806,2014012318,-0.6783342817673623
48806,2014012400,-0.41430367865079387
48806,2014012406,2.592412169084823
48806,2014012412,1.2657930979154524
48806,2014012418,-0.3076137614730783
48806,2014012500,-1.4779698226346842
48806,2014012506,-1.7624762684419253
48806,2014012512,-1.7969618982367423
48806,2014012518,-1.2096285157937634
48806,2014012600,-0.9477532645393708
48806,2014012606,-0.9412872089528428
48806,2014012612,-1.6794952217481467
48806,2014012618,-1.2721337197968694
48806,2014012700,-0.7764027914963734
48806,2014012706,-0.30007002995546217
48806,2014012712,-0.09746695491091152
