stationID,time,u10
48806,2018010100,-0.7034148529608294
48806,2018010106,-1.0727133213124882
48806,2018010112,-1.5227621836185914
48806,2018010118,-1.2169873585110955
48806,2018010200,-1.1588470748638957
48806,2018010206,-1.1685371221384289
48806,2018010212,-1.5658290603942948
48806,2018010218,-1.3214245346921771
48806,2018010300,-0.5914409733439999
48806,2018010306,-1.6853396434468726
48806,2018010312,-1.5442956220064432
48806,2018010318,-0.9575094259374808
48806,2018010400,-0.17261559670028193
48806,2018010406,0.4130939274492879
48806,2018010412,0.21498629428105093
48806,2018010418,-1.0974767754585175
48806,2018010500,-0.35241980723884464
48806,2018010506,0.23974974842708066
48806,2018010512,-0.7066448687190072
48806,2018010518,-0.9704294889701921
48806,2018010600,0.14500261952053262
48806,2018010606,0.7350188313476725
48806,2018010612,0.2978900320742805
48806,2018010618,-0.13708542336032634
48806,2018010700,0.005035269999495662
48806,2018010706,0.4927676494843395
48806,2018010712,0.17191941750534734
48806,2018010718,0.4152472712880729
48806,2018010800,-0.6851114303311554
48806,2018010806,-0.1456987987154671
48806,2018010812,-3.336954367795108
48806,2018010818,-2.638194292109316
48806,2018010900,-1.9911144685543691
48806,2018010906,-2.192452117480783
48806,2018010912,-1.5690590761524732
48806,2018010918,-1.6519628139457023
48806,2018011000,-1.5948992022178952
48806,2018011006,-1.8672971978242208
48806,2018011012,-1.2148340146723102
48806,2018011018,-0.9725828328089772
48806,2018011100,-1.095323431619733
48806,2018011106,-0.8692223285472884
48806,2018011112,-0.2415225995414077
48806,2018011118,-0.8929091107739255
48806,2018011200,-1.1082434946524438
48806,2018011206,-1.9620443267307688
48806,2018011212,-0.36318652643277055
48806,2018011218,-1.0899400720227697
48806,2018011300,-1.0554865706022067
48806,2018011306,-1.7359432236583243
48806,2018011312,-1.0780966809094512
48806,2018011318,-1.075943337070666
48806,2018011400,-0.5699075349561481
48806,2018011406,-0.1769222843778523
48806,2018011412,-0.4525502957423556
48806,2018011418,-1.228830749624414
48806,2018011500,-0.6000543486991406
48806,2018011506,0.9772700132110056
48806,2018011512,-0.04664498213134871
48806,2018011518,-0.15431217407060782
48806,2018011600,-0.22106583307294847
48806,2018011606,1.5317560516981903
48806,2018011612,-1.0134963657458955
48806,2018011618,-1.289124377110399
48806,2018011700,-0.7281783071068589
