stationID,time,msl
48806,2019010100,102729.91913139184
48806,2019010106,102449.95665065694
48806,2019010112,102527.05742908154
48806,2019010118,102707.03330955397
48806,2019010200,102762.5814208109
48806,2019010206,102335.30534902263
48806,2019010212,102426.18205903897
48806,2019010218,102535.5007419926
48806,2019010300,102520.83604062076
48806,2019010306,102189.76929752948
48806,2019010312,102165.32812857644
48806,2019010318,102256.64922348283
48806,2019010400,102290.42247512704
48806,2019010406,102160.2177023408
48806,2019010412,102019.56988463829
48806,2019010418,102071.34072432974
48806,2019010500,102130.66610715212
48806,2019010506,101880.03302916088
48806,2019010512,101810.70898631225
48806,2019010518,102055.7872531778
48806,2019010600,102079.33965235073
48806,2019010606,101852.25897353244
48806,2019010612,101789.3785115896
48806,2019010618,101865.14613534404
48806,2019010700,101934.91456308274
48806,2019010706,101726.27585720172
48806,2019010712,101722.72077808128
48806,2019010718,101854.70309042773
48806,2019010800,101802.2656734012
48806,2019010806,101577.6291114782
48806,2019010812,101719.83227629591
48806,2019010818,101857.36939976807
48806,2019010900,101894.47553808767
48806,2019010906,101881.143991386
48806,2019010912,101886.92099495674
48806,2019010918,101903.36323588881
48806,2019011000,101890.92045896724
48806,2019011006,101669.17239882961
48806,2019011012,101699.6127637984
48806,2019011018,101775.1581951078
48806,2019011100,101874.25602559016
48806,2019011106,101680.94859841607
48806,2019011112,101617.40155913816
48806,2019011118,101749.3838714846
48806,2019011200,101879.81083671586
48806,2019011206,101627.17802671935
48806,2019011212,101639.84299608595
48806,2019011218,101707.38949937436
48806,2019011300,101829.59534413961
48806,2019011306,101580.51761326355
48806,2019011312,101481.19759033617
48806,2019011318,101562.96441010636
48806,2019011400,101616.29059691301
48806,2019011406,101390.09868787482
48806,2019011412,101319.66368280104
48806,2019011418,101523.41415489145
48806,2019011500,101672.50528550502
48806,2019011506,101494.08475214776
48806,2019011512,101610.73578578733
48806,2019011518,101778.2688893382
48806,2019011600,101905.8073527841
48806,2019011606,102018.68111485818
48806,2019011612,102091.78242927227
48806,2019011618,102223.54254917373
48806,2019011700,102225.0978962889
48806,2019011706,102152.44096676484
48806,2019011712,102112.0019417698
48806,2019011718,102179.3262526132
48806,2019011800,102174.21582637756
48806,2019011806,101874.70041048023
48806,2019011812,101717.38815940061
48806,2019011818,101866.4792900142
48806,2019011900,101880.03302916088
48806,2019011906,101569.85237590222
48806,2019011912,101501.19491038867
48806,2019011918,101735.83013233793
48806,2019012000,101852.0367810874
48806,2019012006,101673.83844017518
48806,2019012012,101649.17507877713
48806,2019012018,101918.91670704074
48806,2019012100,102049.56586471703
48806,2019012106,102141.55353695848
48806,2019012112,102092.22681416236
48806,2019012118,102347.0815486091
48806,2019012200,102466.84327647905
48806,2019012206,102290.42247512704
48806,2019012212,102043.56666870127
48806,2019012218,102093.11558394245
48806,2019012300,102130.44391470712
48806,2019012306,101817.5969521081
48806,2019012312,101703.16784291883
48806,2019012318,101857.81378465812
48806,2019012400,101908.9180470145
48806,2019012406,101621.84540803867
48806,2019012412,101559.40933098592
48806,2019012418,101626.28925693926
48806,2019012500,101928.91536706698
48806,2019012506,101818.70791433324
48806,2019012512,102001.350104146
48806,2019012518,102261.31526482842
48806,2019012600,102303.53182938368
48806,2019012606,102168.8832076969
48806,2019012612,102040.01158958084
48806,2019012618,102218.87650782813
48806,2019012700,102281.53477732591
48806,2019012706,102011.57095661726
48806,2019012712,101744.49563769401
48806,2019012718,101914.4728581402
48806,2019012800,102017.34796018801
48806,2019012806,101722.72077808128
48806,2019012812,101562.29783277126
48806,2019012818,101823.81834056886
48806,2019012900,101884.47687806144
48806,2019012906,101670.72774594481
48806,2019012912,101597.84862397572
48806,2019012918,101809.59802408713
48806,2019013000,101865.36832778908
48806,2019013006,101591.84942795995
48806,2019013012,101414.31766438283
48806,2019013018,101681.1707908611
48806,2019013100,101903.36323588881
48806,2019013106,101781.37958356859
48806,2019013112,101741.60713590863
48806,2019013118,102046.45517048665
48806,2019020100,102050.01024960708
48806,2019020106,101754.9386826103
48806,2019020112,101583.62830749394
48806,2019020118,101751.38360348988
48806,2019020200,101693.1691828926
48806,2019020206,101330.32892016237
48806,2019020212,101240.7853648162
48806,2019020218,101451.42380270248
48806,2019020300,101622.51198537381
48806,2019020306,101400.09734790107
48806,2019020312,101377.8781033983
48806,2019020318,101661.39566325363
48806,2019020400,101788.26754936443
48806,2019020406,101535.41254692293
48806,2019020412,101293.22278184275
48806,2019020418,101557.85398387072
48806,2019020500,101647.61973166194
48806,2019020506,101423.649747074
48806,2019020512,101233.4530141303
48806,2019020518,101368.10163581707
48806,2019020600,101377.65591095328
48806,2019020606,101140.13218721867
48806,2019020612,101067.25306524958
48806,2019020618,101238.11905547588
48806,2019020700,101357.43639845574
48806,2019020706,101162.1292392764
48806,2019020712,101147.02015301453
48806,2019020718,101312.1091396701
48806,2019020800,101379.65564295852
48806,2019020806,101115.91321071064
48806,2019020812,101051.03301676257
48806,2019020818,101219.89927498359
48806,2019020900,101401.2083101262
48806,2019020906,101234.3417839104
48806,2019020912,101180.79340465873
48806,2019020918,101517.41495887568
48806,2019021000,101751.60579593488
48806,2019021006,101536.7457015931
48806,2019021012,101511.86014775
48806,2019021018,101934.91456308274
48806,2019021100,102062.00864163856
