time,48806,48917,48916,48802,48803,56778
1043136,102729.91913139183,101418.0949359483,101396.98665367068,102749.91645144431,102804.3536004761,102409.73981810691
1043142,102449.95665065692,101240.34097992616,101247.67333061206,102545.94378690889,102616.37879198267,102098.67039506814
1043148,102527.05742908154,101307.22090587948,101314.33106412037,102608.15767151664,102681.92556326585,102169.99416992204
1043154,102707.03330955397,101288.11235560711,101269.6703826698,102775.24639017748,102852.79155349213,102371.96710245221
1043160,102762.5814208109,101317.88614324082,101280.7800049212,102818.57391695787,102864.5677530786,102417.96093857294
1043166,102335.30534902263,101216.34419586316,101212.12253940763,102345.08181660385,102426.404251484,102025.79127309905
1043172,102426.18205903897,101292.11181961761,101275.89177113058,102478.17509117545,102560.60848828072,102102.22547418858
1043178,102535.5007419926,101269.44819022478,101210.56719229244,102581.93896300338,102650.15204362688,102281.75696977097
1043184,102520.83604062076,101227.00943322449,101160.79608460623,102504.39379968871,102559.94191094564,102253.09414436239
1043190,102189.76929752949,101109.69182224986,101067.69745013963,102176.43775082784,102184.2144864038,101880.03302916088
1043196,102165.32812857645,101220.78804476371,101029.03596470482,102249.983450132,102229.31955274443,101952.02338134986
1043202,102256.64922348283,101181.01559710376,100974.59881567303,102258.20457059803,102273.980234195,102161.55085701098
1043208,102290.42247512704,101251.67279462256,101128.57818007722,102348.41470327927,102383.52110959365,102291.7556297972
1043214,102160.21770234081,101237.00809325074,101147.02015301451,102143.77546140876,102084.45007858636,102012.68191884243
1043220,102019.56988463829,101254.33910396289,101166.79528062198,102132.66583915737,102084.67227103139,102025.79127309905
1043226,102071.34072432974,101277.6693106908,101225.67627855433,102112.89071154992,102094.00435372256,102162.43962679109
1043232,102130.66610715212,101349.43747043476,101257.22760574825,102178.88186772313,102181.10379217341,102219.54308516321
1043238,101880.03302916088,101258.78295286345,101237.67467058582,101947.57953244931,101897.8084247631,101957.57819247556
1043244,101810.70898631225,101278.33588802589,101244.34044393666,101970.02096939711,101946.46857022417,101971.35412406726
1043250,102055.7872531778,101376.98933361818,101320.33026013612,102131.55487693223,102134.4433787176,102105.558360864
1043256,102079.33965235073,101351.88158733005,101320.33026013612,102118.22333023058,102101.33670440847,102139.3316125082
1043262,101852.25897353243,101253.89471907284,101242.3407119314,101922.24959371614,101880.47741405094,101725.60927986664
1043268,101789.37851158959,101257.44979819328,101235.23055369052,101922.24959371614,101862.4798260037,101797.37743961059
1043274,101865.14613534404,101373.65644694277,101339.66100285354,101916.69478259046,101896.69746253797,101917.36135992555
1043280,101934.91456308273,101286.33481604689,101236.34151591566,101980.4640143134,101966.91027516672,101977.35332008301
1043286,101726.27585720172,101201.67949449133,101216.78858075321,101752.494565715,101750.49483370974,101625.8448720492
1043292,101722.72077808128,101192.12521935515,101179.46024998857,101842.26031350618,101845.37100773657,101626.73364182931
1043298,101854.70309042773,101314.5532565654,101321.21902991623,101917.8057448156,101917.36135992555,101790.71166625975
1043304,101802.2656734012,101307.88748321457,101277.22492580075,101821.15203122854,101791.15605114981,101849.37047174707
1043310,101577.62911147819,101263.67118665406,101251.45060217753,101701.1681109136,101695.16891489785,102114.44605866511
1043316,101719.83227629591,101283.44631426153,101240.56317237118,101881.8105687211,101936.69210264295,102110.89097954467
1043322,101857.36939976807,101303.88801920407,101285.22385382175,101914.91724303024,101944.69103066395,101855.59186020785
1043328,101894.47553808769,101399.87515545604,101362.76901713641,102059.7867171883,102101.5588968535,101935.13675552775
1043334,101881.14399138602,101278.78027291594,101253.45033418278,101879.3664518258,101903.14104344377,101665.39512726413
1043340,101886.92099495674,101262.33803198389,101260.11610753361,101926.47125017167,101950.46803423467,101630.28872094976
1043346,101903.3632358888,101313.66448678529,101298.5554005234,101928.2487897319,101950.02364934461,101742.49590568875
1043352,101890.92045896724,101348.77089309967,101302.33267208887,101907.3626998993,101912.91751102499,101814.70845032275
1043358,101669.1723988296,101229.00916522974,101220.56585231869,101697.39083934813,101678.94886641082,101456.75642138312
1043364,101699.6127637984,101146.79796056949,101129.91133474739,101748.71729414952,101724.05393275144,101551.41040296493
1043370,101775.15819510781,101286.11262360186,101264.55995643417,101819.59668411335,101797.59963205562,101769.38119153709
1043376,101874.25602559016,101333.43961439276,101302.77705697893,101914.47285814019,101910.47339412969,101948.69049467445
1043382,101680.94859841607,101231.67547457007,101223.67654654908,101740.27398123847,101702.27907313874,101680.72640597104
1043388,101617.40155913815,101135.46614587308,101141.2431494438,101774.49161777273,101730.49751365725,101664.06197259396
1043394,101749.3838714846,101257.44979819328,101215.67761852808,101779.60204400837,101778.93546667328,101725.16489497658
